event_timestamp,retrieved_at,symbol,side,level,price,volume,source,collector_session_id,rotation_group,generation,subscription_started_at
,2026-09-22T02:45:27.717436+00:00,BBL,bid,4,194.0,500,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,ask,4,180.0,1400,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,bid,5,193.0,100,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,ask,5,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,bid,6,178.0,27600,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,ask,6,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,bid,7,177.5,20200,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,ask,7,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,bid,8,176.5,400,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,ask,8,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,bid,9,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,ask,9,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,bid,10,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.717436+00:00,BBL,ask,10,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,bid,1,53.25,100,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,ask,1,55.25,900,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,bid,2,37.5,5000,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,ask,2,56.75,100,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,bid,3,37.0,5500,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,ask,3,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,bid,4,36.5,200,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,ask,4,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,bid,5,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,ask,5,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,bid,6,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,ask,6,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,bid,7,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,ask,7,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,bid,8,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
,2026-09-22T02:45:27.733711+00:00,BCP,ask,8,0.0,0,SETTRADE_BBO,20260922T024527197302Z,0,0,2026-09-22T02:45:27.197361+00:00
