Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2010-01-04,1.8063149452209473,1.8181990385055542,1.7587800025939941,1.782547950744629,1.5519222021102905,88586728,0.0,0.0
2010-01-05,1.7944309711456299,1.8300820589065552,1.7944309711456299,1.7944309711456299,1.5622678995132446,69363683,0.0,0.0
2010-01-06,1.8063149452209473,1.8063149452209473,1.782547950744629,1.8063149452209473,1.572614073753357,30671879,0.0,0.0
2010-01-07,1.8063149452209473,1.8181990385055542,1.782547950744629,1.8063149452209473,1.572614073753357,20447246,0.0,0.0
2010-01-08,1.7944309711456299,1.8300820589065552,1.782547950744629,1.7944309711456299,1.5622678995132446,45274122,0.0,0.0
2010-01-11,1.7944309711456299,1.8419660329818726,1.7944309711456299,1.8181990385055542,1.582960605621338,98190003,0.0,0.0
2010-01-12,1.8300820589065552,1.9489190578460693,1.8181990385055542,1.925150990486145,1.6760752201080322,291631688,0.0,0.0
2010-01-13,1.913267970085144,1.9370349645614624,1.8895000219345093,1.925150990486145,1.6760752201080322,201806284,0.0,0.0
2010-01-14,2.0083370208740234,2.032104015350342,1.9726860523223877,1.984570026397705,1.7278066873550415,355200016,0.0,0.0
2010-01-15,1.9726860523223877,1.996453046798706,1.9013839960098267,1.925150990486145,1.6760752201080322,199894077,0.0,0.0
2010-01-18,1.913267970085144,2.020220994949341,1.9013839960098267,2.020220994949341,1.7588449716567993,157965720,0.0,0.0
2010-01-19,2.0083370208740234,2.0083370208740234,1.8776170015335083,1.925150990486145,1.6760752201080322,260292000,0.0,0.0
2010-01-20,1.925150990486145,1.9370349645614624,1.8419660329818726,1.925150990486145,1.6760752201080322,156141204,0.0,0.0
2010-01-21,1.9013839960098267,1.9370349645614624,1.865733027458191,1.8776170015335083,1.6346912384033203,89391867,0.0,0.0
2010-01-22,1.8419660329818726,1.865733027458191,1.782547950744629,1.8181990385055542,1.582960605621338,227051382,0.0,0.0
2010-01-25,1.782547950744629,1.8300820589065552,1.782547950744629,1.8063149452209473,1.572614073753357,82680800,0.0,0.0
2010-01-26,1.8063149452209473,1.8181990385055542,1.7350130081176758,1.7468969821929932,1.5208836793899536,130831816,0.0,0.0
2010-01-27,1.7587800025939941,1.7706639766693115,1.69936203956604,1.69936203956604,1.4794987440109253,74959774,0.0,0.0
2010-01-28,1.7231290340423584,1.7468969821929932,1.6518269777297974,1.687477946281433,1.4691524505615234,87093921,0.0,0.0
2010-01-29,1.6755950450897217,1.7468969821929932,1.6755950450897217,1.7468969821929932,1.5208836793899536,57378481,0.0,0.0
2010-02-01,1.7468969821929932,1.7587800025939941,1.7112460136413574,1.7468969821929932,1.5208836793899536,26143811,0.0,0.0
2010-02-02,1.7706639766693115,1.8181990385055542,1.7587800025939941,1.7587800025939941,1.5312293767929077,85771768,0.0,0.0
2010-02-03,1.782547950744629,1.8063149452209473,1.782547950744629,1.8063149452209473,1.572614073753357,44441719,0.0,0.0
2010-02-04,1.7944309711456299,1.8063149452209473,1.7706639766693115,1.782547950744629,1.5519222021102905,37345080,0.0,0.0
2010-02-05,1.7231290340423584,1.7587800025939941,1.687477946281433,1.7231290340423584,1.50019109249115,72278780,0.0,0.0
2010-02-08,1.7231290340423584,1.7350130081176758,1.6637109518051147,1.687477946281433,1.4691524505615234,96604800,0.0,0.0
2010-02-09,1.687477946281433,1.687477946281433,1.6161760091781616,1.6399439573287964,1.4277682304382324,134134335,0.0,0.0
2010-02-10,1.6637109518051147,1.687477946281433,1.6518269777297974,1.6518269777297974,1.4381139278411865,49419144,0.0,0.0
2010-02-11,1.6755950450897217,1.7112460136413574,1.6755950450897217,1.69936203956604,1.4794987440109253,81162580,0.0,0.0
2010-02-12,1.69936203956604,1.7231290340423584,1.6399439573287964,1.6637109518051147,1.4484602212905884,94695960,0.0,0.0
2010-02-15,1.6637109518051147,1.6637109518051147,1.6399439573287964,1.6518269777297974,1.4381139278411865,24328208,0.0,0.0
