design,year,month,side,reason_class,price_bucket,notional_bucket,fills,notional,slippage,avg_slippage,median_slippage,fees,transaction_cost,slippage_bps
A,2024,2024-06,SELL,NORMAL_STRATEGY,10-25,Q4,5,6097731.214846039,35674.6,7134.92,4700.2,10243.57866781986,45918.178667819855,58.50471059325094
A,2024,2024-06,SELL,NORMAL_STRATEGY,25-50,Q4,3,4357146.5,34580.75,11526.916666666666,12441.5,7319.57040535,41900.32040535,79.3655893828679
A,2024,2024-07,BUY,NORMAL_STRATEGY,5-10,Q3,1,614031.6128700256,3373.8,3373.8,3373.8,1031.511706460356,4405.311706460356,54.94505379341349
A,2024,2024-07,BUY,NORMAL_STRATEGY,10-25,Q2,5,821150.0905441286,3836.4,767.28,762.7,1379.4500371050813,5215.850037105081,46.719838969485345
A,2024,2024-07,BUY,NORMAL_STRATEGY,10-25,Q3,4,2023571.7657615663,10195.2,2548.8,2395.2,3399.3982093028553,13594.598209302854,50.38220127647938
A,2024,2024-07,BUY,NORMAL_STRATEGY,10-25,Q4,2,3374967.940188599,16475.2,8237.6,8237.6,5669.608642722827,22144.808642722826,48.81587111929525
A,2024,2024-07,BUY,NORMAL_STRATEGY,25-50,Q2,2,323132.0,1913.5,956.75,956.75,542.8294468,2456.3294468,59.21728581508486
A,2024,2024-07,BUY,NORMAL_STRATEGY,25-50,Q3,5,2437967.0,20153.75,4030.75,4193.75,4095.5407633,24249.2907633,82.66621328344476
A,2024,2024-07,SELL,NORMAL_STRATEGY,5-10,Q3,1,587041.2,3373.8,3373.8,3373.8,986.1705118799999,4359.97051188,57.4712643678161
A,2024,2024-07,SELL,NORMAL_STRATEGY,10-25,Q3,1,491328.41962585447,2572.4,2572.4,2572.4,825.3826121294729,3397.782612129473,52.356018851074744
A,2024,2024-07,SELL,NORMAL_STRATEGY,10-25,Q4,2,2061784.9289218902,8823.8,4411.9,4411.9,3463.5925020958834,12287.392502095885,42.796898339023045
A,2024,2024-07,SELL,NORMAL_STRATEGY,25-50,Q3,2,1065159.75,9879.0,4939.5,4939.5,1789.361864025,11668.361864024999,92.74665138257431
A,2024,2024-07,SELL,NORMAL_STRATEGY,25-50,Q4,1,798070.75,7321.75,7321.75,7321.75,1340.6790529250002,8662.429052925,91.74311926605505
A,2024,2024-07,SELL,NORMAL_STRATEGY,50-100,Q2,1,91936.0,416.0,416.0,416.0,154.4432864,570.4432864,45.248868778280546
A,2024,2024-07,SELL,NORMAL_STRATEGY,50-100,Q3,1,496716.0,2343.0,2343.0,2343.0,834.4332084,3177.4332084,47.16981132075472
A,2024,2024-07,SELL,NORMAL_STRATEGY,50-100,Q4,1,1929964.25,9146.75,9146.75,9146.75,3242.146943575,12388.896943575,47.39336492890995
A,2024,2024-08,BUY,NORMAL_STRATEGY,10-25,Q2,1,92845.5018939972,496.5,496.5,496.5,155.9711586317259,652.4711586317259,53.47593473799731
A,2024,2024-08,BUY,NORMAL_STRATEGY,10-25,Q3,2,946812.9105117798,4726.3,2363.15,2363.15,1590.551008368739,6316.85100836874,49.91799274732426
A,2024,2024-08,BUY,NORMAL_STRATEGY,10-25,Q4,3,3824750.17085495,19121.9,6373.966666666667,6287.7,6425.19781201923,25547.09781201923,49.995160849226565
A,2024,2024-08,BUY,NORMAL_STRATEGY,25-50,Q2,1,100093.5,565.5,565.5,565.5,168.14707065,733.6470706499999,56.497175141242934
A,2024,2024-08,BUY,NORMAL_STRATEGY,25-50,Q3,1,639540.0,3553.0,3553.0,3553.0,1074.3632460000001,4627.363246,55.55555555555556
A,2024,2024-08,BUY,NORMAL_STRATEGY,25-50,Q4,2,2231763.75,19465.25,9732.625,9732.625,3749.1399236249995,23214.389923625,87.21913329759927
A,2024,2024-08,BUY,NORMAL_STRATEGY,50-100,Q3,1,639532.5,3002.5,3002.5,3002.5,1074.35064675,4076.85064675,46.948356807511736
A,2024,2024-08,SELL,NORMAL_STRATEGY,10-25,Q2,1,112014.00237388612,622.3,622.3,622.3,188.17232258789127,810.4723225878912,55.55555437817987
A,2024,2024-08,SELL,NORMAL_STRATEGY,10-25,Q3,1,602730.0127735138,3348.5,3348.5,3348.5,1012.5261484582259,4361.026148458226,55.55555437817988
A,2024,2024-08,SELL,NORMAL_STRATEGY,10-25,Q4,6,6759042.344433213,35586.1,5931.016666666666,5929.85,11354.515234413353,46940.61523441335,52.6496183727994
A,2024,2024-08,SELL,NORMAL_STRATEGY,25-50,Q4,1,744574.5,4866.5,4866.5,4866.5,1250.8107025499999,6117.310702549999,65.359477124183
A,2024,2024-09,BUY,NORMAL_STRATEGY,10-25,Q1,5,152325.69979038238,853.9,170.78,162.7,255.89194307786337,1109.7919430778634,56.05751368121494
A,2024,2024-09,BUY,NORMAL_STRATEGY,10-25,Q2,3,181477.80671157836,956.9,318.96666666666664,338.7,304.86456749478054,1261.7645674947805,52.728210536553135
A,2024,2024-09,BUY,NORMAL_STRATEGY,10-25,Q3,4,1475601.5494441986,9236.0,2309.0,1993.4499999999998,2478.863042911309,11714.86304291131,62.591422484469746
A,2024,2024-09,BUY,NORMAL_STRATEGY,25-50,Q1,8,232678.5,1779.0,222.375,255.25,390.87661214999997,2169.8766121500003,76.45742945738434
A,2024,2024-09,BUY,NORMAL_STRATEGY,25-50,Q2,2,112465.5,747.75,373.875,373.875,188.93079345,936.68079345,66.48705603051602
A,2024,2024-09,BUY,NORMAL_STRATEGY,25-50,Q3,4,1480224.5,12551.0,3137.75,3147.375,2486.62913755,15037.62913755,84.7911921468669
A,2024,2024-09,SELL,NORMAL_STRATEGY,10-25,Q1,1,9179.842464828493,62.6,62.6,62.6,15.421217356665384,78.02121735666539,68.19289137024374
A,2024,2024-09,SELL,NORMAL_STRATEGY,10-25,Q3,2,826975.0,3847.5,1923.75,1923.75,1389.2353025,5236.735302499999,46.52498564043653
A,2024,2024-09,SELL,NORMAL_STRATEGY,25-50,Q1,2,11446.0,90.0,45.0,45.0,19.228135399999996,109.2281354,78.630089114101
A,2024,2024-09,SELL,NORMAL_STRATEGY,25-50,Q2,2,421288.5,2304.25,1152.125,1152.125,707.7225511500001,3011.97255115,54.69529787782007
A,2024,2024-09,SELL,NORMAL_STRATEGY,25-50,Q3,1,400812.0,3156.0,3156.0,3156.0,673.3240788,3829.3240788000003,78.74015748031496
A,2024,2024-09,SELL,NORMAL_STRATEGY,25-50,Q4,1,1268610.0,10571.75,10571.75,10571.75,2131.1379389999997,12702.887939,83.33333333333333
A,2024,2024-09,SELL,NORMAL_STRATEGY,50-100,Q1,2,23845.0,115.0,57.5,57.5,40.057215500000005,155.0572155,48.228140071293765
A,2024,2024-09,SELL,NORMAL_STRATEGY,50-100,Q3,1,624520.0,3002.5,3002.5,3002.5,1049.131148,4051.631148,48.07692307692308
A,2024,2024-10,BUY,NORMAL_STRATEGY,5-10,Q3,1,516217.59230775834,4032.95,4032.95,4032.95,867.1939333178032,4900.143933317803,78.12500116415323
A,2024,2024-10,BUY,NORMAL_STRATEGY,10-25,Q2,7,705367.4071208953,3110.7,444.38571428571424,367.1,1184.9467072223922,4295.646707222392,44.10042154764384
A,2024,2024-10,BUY,NORMAL_STRATEGY,10-25,Q4,2,1848837.9117404935,10407.2,5203.6,5203.6,3105.862807932855,13513.062807932854,56.2904943365353
A,2024,2024-10,BUY,NORMAL_STRATEGY,25-50,Q2,5,590119.5,4481.25,896.25,837.5,991.34174805,5472.59174805,75.93800916594012
A,2024,2024-10,BUY,NORMAL_STRATEGY,25-50,Q4,1,2269041.0,22245.5,22245.5,22245.5,3811.7619759,26057.2619759,98.0392156862745
A,2024,2024-10,BUY,NORMAL_STRATEGY,50-100,Q4,1,750219.75,3624.25,3624.25,3624.25,1260.2941580250001,4884.544158025,48.30917874396135
A,2024,2024-10,SELL,NORMAL_STRATEGY,5-10,Q3,1,508151.6923077583,4032.95,4032.95,4032.95,853.6440279078031,4886.594027907803,79.36508056648316
A,2024,2024-10,SELL,NORMAL_STRATEGY,10-25,Q3,3,1538979.5908649447,10345.2,3448.4,4028.6,2585.3318146940205,12930.531814694019,67.2211643442636
A,2024,2024-10,SELL,NORMAL_STRATEGY,10-25,Q4,4,3133545.67365551,20331.75,5082.9375,4777.65,5264.043377173891,25595.79337717389,64.8841667473815
A,2024,2024-10,SELL,NORMAL_STRATEGY,25-50,Q3,6,2974066.5,23032.25,3838.7083333333335,3879.75,4996.1343133499995,28028.38431335,77.44362810986237
A,2024,2024-10,SELL,NORMAL_STRATEGY,50-100,Q4,1,779213.75,3624.25,3624.25,3624.25,1309.001178625,4933.251178625,46.51162790697674
A,2024,2024-11,BUY,NORMAL_STRATEGY,5-10,Q4,1,1422497.627545166,7220.8,7220.8,7220.8,2389.653764513124,9610.453764513124,50.76142033685557
A,2024,2024-11,BUY,NORMAL_STRATEGY,10-25,Q4,1,1422482.9747612,6616.2,6616.2,6616.2,2389.62914930134,9005.82914930134,46.51162873222225
A,2024,2024-11,BUY,NORMAL_STRATEGY,25-50,Q4,2,6615770.75,49412.75,24706.375,24706.375,11113.833282925,60526.583282925,74.68933230493212
A,2024,2024-11,SELL,NORMAL_STRATEGY,25-50,Q4,2,7262976.25,62237.75,31118.875,31118.875,12201.073802375,74438.823802375,85.69179886826699
A,2024,2024-12,BUY,NORMAL_STRATEGY,10-25,Q4,1,2004141.3,9498.3,9498.3,9498.3,3366.75696987,12865.056969869998,47.393364928909946
A,2024,2024-12,BUY,NORMAL_STRATEGY,25-50,Q1,1,4473.0,35.5,35.5,35.5,7.514192700000001,43.0141927,79.36507936507937
A,2024,2024-12,BUY,NORMAL_STRATEGY,25-50,Q4,3,3106405.75,27641.75,9213.916666666666,8184.0,5218.451019425,32860.201019425,88.98306346490635
A,2024,2024-12,SELL,NORMAL_STRATEGY,5-10,Q2,1,222702.69559822083,1153.9,1153.9,1153.9,374.1182583354512,1528.0182583354513,51.81347252669799
A,2024,2024-12,SELL,NORMAL_STRATEGY,5-10,Q3,1,354939.00694351195,1820.2,1820.2,1820.2,596.2620377644057,2416.462037764406,51.282050278843606
A,2024,2024-12,SELL,NORMAL_STRATEGY,5-10,Q4,1,764406.0161998749,4246.7,4246.7,4246.7,1284.1256666141699,5530.82566661417,55.55555437817988
A,2024,2024-12,SELL,NORMAL_STRATEGY,10-25,Q2,1,221882.4921989441,1022.5,1022.5,1022.5,372.74039864500617,1395.2403986450063,46.0829509289632
A,2024,2024-12,SELL,NORMAL_STRATEGY,10-25,Q3,1,368381.00653610233,1713.4,1713.4,1713.4,618.8432528799983,2332.243252879998,46.51162708173127
A,2024,2024-12,SELL,NORMAL_STRATEGY,10-25,Q4,1,818743.3296043397,3880.3,3880.3,3880.3,1375.4069194023302,5255.706919402331,47.39336321524803
A,2024,2024-12,SELL,NORMAL_STRATEGY,25-50,Q2,1,210848.0,1647.25,1647.25,1647.25,354.2035552,2001.4535552,78.125
A,2024,2024-12,SELL,NORMAL_STRATEGY,25-50,Q3,1,344507.0,2327.75,2327.75,2327.75,578.7373093,2906.4873093,67.56756756756756
A,2024,2024-12,SELL,NORMAL_STRATEGY,25-50,Q4,4,3786097.75,33122.75,8280.6875,6971.5,6360.265610225,39483.015610225004,87.48519501378432
A,2025,2025-01,BUY,NORMAL_STRATEGY,10-25,Q1,1,21.39999923706055,0.1,0.1,0.1,0.035949858718337904,0.13594985871833792,46.72897362856905
A,2025,2025-01,BUY,NORMAL_STRATEGY,10-25,Q3,3,1860606.0187805176,8096.799999999999,2698.933333333333,2699.6,3125.6320509493917,11222.432050949392,43.517004235570624
A,2025,2025-01,BUY,NORMAL_STRATEGY,10-25,Q4,1,1292110.553934479,6037.9,6037.9,6037.9,2170.6165195545314,8208.51651955453,46.72897362856904
A,2025,2025-01,BUY,NORMAL_STRATEGY,25-50,Q3,1,680850.0,6675.0,6675.0,6675.0,1143.759915,7818.759915000001,98.0392156862745
A,2025,2025-01,BUY,NORMAL_STRATEGY,25-50,Q4,1,1345864.0,12941.0,12941.0,12941.0,2260.9169336,15201.9169336,96.15384615384616
A,2025,2025-01,SELL,NORMAL_STRATEGY,10-25,Q3,2,1218024.0153018953,5527.799999999999,2763.8999999999996,2763.8999999999996,2046.1585433056537,7573.958543305654,45.38334163000798
A,2025,2025-01,SELL,NORMAL_STRATEGY,10-25,Q4,2,1988447.9794311523,9380.0,4690.0,4690.0,3340.3937606463924,12720.393760646391,47.17246866414577
A,2025,2025-02,BUY,NORMAL_STRATEGY,10-25,Q3,1,586630.4904773713,2496.3,2496.3,2496.3,985.480560952936,3481.780560952936,42.55319218011722
A,2025,2025-02,BUY,NORMAL_STRATEGY,10-25,Q4,3,4801461.38409996,19882.5,6627.5,7252.2,8065.974979149523,27948.474979149523,41.4092677405277
A,2025,2025-02,BUY,NORMAL_STRATEGY,25-50,Q3,1,524112.0,2729.75,2729.75,2729.75,880.4557487999999,3610.2057488,52.08333333333333
A,2025,2025-02,BUY,NORMAL_STRATEGY,25-50,Q4,2,2503458.0,18252.0,9126.0,9126.0,4205.5590942,22457.559094199998,72.90715482344821
A,2025,2025-02,SELL,NORMAL_STRATEGY,10-25,Q4,3,7267854.934119415,31698.3,10566.1,8197.9,12209.269503827207,43907.56950382721,43.61438180499487
A,2025,2025-02,SELL,NORMAL_STRATEGY,25-50,Q4,1,1193247.0,11698.5,11698.5,11698.5,2004.5356353,13703.0356353,98.0392156862745
A,2025,2025-03,BUY,NORMAL_STRATEGY,10-25,Q1,1,29444.799060058594,123.2,123.2,123.2,49.46431794099244,172.66431794099245,41.8410055197554
A,2025,2025-03,BUY,NORMAL_STRATEGY,10-25,Q3,2,720721.8109565736,3665.1000000000004,1832.5500000000002,1832.5500000000002,1210.7405702259477,4875.840570225948,50.85318557427198
A,2025,2025-03,BUY,NORMAL_STRATEGY,10-25,Q4,5,5008629.775233651,26815.9,5363.18,5638.7,8413.99715941501,35229.897159415006,53.53939341373869
A,2025,2025-03,BUY,NORMAL_STRATEGY,25-50,Q3,2,1129281.0,11181.0,5590.5,5590.5,1897.0791519000002,13078.0791519,99.00990099009901
A,2025,2025-03,SELL,NORMAL_STRATEGY,10-25,Q4,5,5088185.957380676,27583.1,5516.62,4744.9,8547.643589803798,36130.743589803795,54.210086327503994
A,2025,2025-03,SELL,NORMAL_STRATEGY,25-50,Q1,1,1081.0,5.75,5.75,5.75,1.8159719,7.5659719,53.191489361702125
A,2025,2025-03,SELL,NORMAL_STRATEGY,25-50,Q3,1,630739.5,3563.5,3563.5,3563.5,1059.57928605,4623.0792860500005,56.497175141242934
A,2025,2025-03,SELL,NORMAL_STRATEGY,25-50,Q4,2,2225628.0,16895.0,8447.5,8447.5,3738.8324772,20633.8324772,75.9111585583934
A,2025,2025-04,BUY,NORMAL_STRATEGY,10-25,Q2,1,240655.20466003416,1221.6,1221.6,1221.6,404.27667830839147,1625.8766783083913,50.76142033685557
A,2025,2025-04,BUY,NORMAL_STRATEGY,10-25,Q3,3,1347793.4031398774,8521.8,2840.6,2696.1,2264.15813793468,10785.95813793468,63.22779129314069
A,2025,2025-04,BUY,NORMAL_STRATEGY,10-25,Q4,2,1683195.5315574645,7806.9,3903.45,3903.45,2827.6001734633846,10634.500173463384,46.381420658693514
A,2025,2025-04,BUY,NORMAL_STRATEGY,25-50,Q2,1,227867.0,1273.0,1273.0,1273.0,382.7937733,1655.7937732999999,55.865921787709496
A,2025,2025-04,BUY,NORMAL_STRATEGY,25-50,Q3,1,423292.0,3956.0,3956.0,3956.0,711.0882308,4667.0882308,93.45794392523364
A,2025,2025-04,BUY,NORMAL_STRATEGY,25-50,Q4,1,719425.0,4111.0,4111.0,4111.0,1208.5620574999998,5319.562057499999,57.142857142857146
A,2025,2025-04,SELL,NORMAL_STRATEGY,10-25,Q3,2,1091800.1214157105,5110.9,2555.45,2555.45,1834.115023966252,6945.015023966253,46.81168191640078
A,2025,2025-04,SELL,NORMAL_STRATEGY,10-25,Q4,2,2323630.9057540894,12353.0,6176.5,6176.5,3903.4675585762943,16256.467558576294,53.162487938208386
A,2025,2025-04,SELL,NORMAL_STRATEGY,25-50,Q3,1,523687.5,2992.5,2992.5,2992.5,879.74263125,3872.24263125,57.142857142857146
A,2025,2025-05,BUY,NORMAL_STRATEGY,5-10,Q3,1,317446.7340028763,2402.3,2402.3,2402.3,533.2787684514319,2935.578768451432,75.67568800308506
A,2025,2025-05,BUY,NORMAL_STRATEGY,10-25,Q1,3,14240.200316238403,75.3,25.099999999999998,21.4,23.92211251124889,99.2221125112489,52.878469633698764
A,2025,2025-05,BUY,NORMAL_STRATEGY,10-25,Q2,6,741403.1838806153,3715.3,619.2166666666667,532.6,1245.4832086010456,4960.783208601046,50.111735163498544
A,2025,2025-05,BUY,NORMAL_STRATEGY,10-25,Q3,4,1249942.0880046843,6833.599999999999,1708.3999999999999,1683.3,2099.7777136390696,8933.377713639069,54.67133290077987
A,2025,2025-05,BUY,NORMAL_STRATEGY,25-50,Q1,1,190.75,1.75,1.75,1.75,0.320440925,2.0704409249999998,91.74311926605505
A,2025,2025-05,BUY,NORMAL_STRATEGY,25-50,Q2,2,249278.25,1898.5,949.25,949.25,418.76253217500005,2317.262532175,76.15987355495315
A,2025,2025-05,BUY,NORMAL_STRATEGY,25-50,Q3,2,582485.5,4160.25,2080.125,2080.125,978.51739145,5138.76739145,71.4223787544926
A,2025,2025-05,SELL,NORMAL_STRATEGY,5-10,Q3,1,277894.60988731385,2402.3,2402.3,2402.3,466.83515514969855,2869.1351551496987,86.44644100776665
A,2025,2025-05,SELL,NORMAL_STRATEGY,10-25,Q1,8,192125.40238819123,1225.9,153.2375,117.65,322.7514634719224,1548.6514634719224,63.80728340769105
A,2025,2025-05,SELL,NORMAL_STRATEGY,10-25,Q2,4,500753.09831695555,2924.7,731.175,721.3,841.2151298626536,3765.915129862654,58.40602903566636
A,2025,2025-05,SELL,NORMAL_STRATEGY,10-25,Q3,3,897725.9101806642,4744.4,1581.4666666666665,1682.6,1508.0897565124976,6252.4897565124975,52.84909287117719
A,2025,2025-05,SELL,NORMAL_STRATEGY,25-50,Q1,5,83004.0,659.75,131.95,94.75,139.4384196,799.1884196,79.48412124716882
A,2025,2025-05,SELL,NORMAL_STRATEGY,25-50,Q2,2,208565.0,1587.5,793.75,793.75,350.36834350000004,1937.8683434999998,76.11535971999136
A,2025,2025-05,SELL,NORMAL_STRATEGY,25-50,Q3,3,897552.75,6091.75,2030.5833333333333,1820.5,1507.798864725,7599.548864725,67.87066275491885
A,2025,2025-06,BUY,NORMAL_STRATEGY,10-25,Q2,6,644112.8929985046,3425.3,570.8833333333333,569.25,1082.045248948188,4507.345248948188,53.1785660127743
A,2025,2025-06,BUY,NORMAL_STRATEGY,10-25,Q3,2,1249878.4883930208,6553.7,3276.85,3276.85,2099.6708726514353,8653.370872651434,52.4346971394487
A,2025,2025-06,BUY,NORMAL_STRATEGY,10-25,Q4,3,3278393.6394691467,28656.5,9552.166666666666,11994.6,5507.373474944219,34163.87347494422,87.41018666885955
A,2025,2025-06,BUY,NORMAL_STRATEGY,25-50,Q2,1,76980.0,641.5,641.5,641.5,129.318702,770.818702,83.33333333333333
A,2025,2025-06,SELL,BOUNDARY_EXIT,10-25,Q4,1,2561020.8,24625.2,24625.2,24625.2,4302.25884192,28927.45884192,96.15384615384616
A,2025,2025-06,SELL,NORMAL_STRATEGY,5-10,Q2,1,230171.79545059204,1192.6,1192.6,1192.6,386.66559917744956,1579.2655991774495,51.813472526697986
A,2025,2025-06,SELL,NORMAL_STRATEGY,10-25,Q3,7,4296851.717679024,23714.0,3387.714285714286,3398.9,7218.2812005289925,30932.28120052899,55.189244493662194
A,2025,2025-06,SELL,NORMAL_STRATEGY,25-50,Q3,1,527576.0,4710.5,4710.5,4710.5,886.2749223999999,5596.7749224,89.28571428571428
A,2025,2025-07,BUY,NORMAL_STRATEGY,<5,Q3,1,291003.77636750217,1523.58,1523.58,1523.58,488.857243919767,2012.4372439197668,52.356021595950175
A,2025,2025-07,BUY,NORMAL_STRATEGY,5-10,Q1,1,11027.249709892272,76.05,76.05,76.05,18.524676787648026,94.57467678764803,68.96551905574191
A,2025,2025-07,BUY,NORMAL_STRATEGY,5-10,Q3,1,291002.40385446546,2020.85,2020.85,2020.85,488.85493823511655,2509.7049382351165,69.4444435246197
A,2025,2025-07,BUY,NORMAL_STRATEGY,10-25,Q1,3,32223.199852371217,152.9,50.96666666666667,46.1,54.131753431998405,207.0317534319984,47.45028448462685
A,2025,2025-07,BUY,NORMAL_STRATEGY,10-25,Q2,4,860515.3993694305,4536.7,1134.175,1131.2,1445.5798194007064,5982.279819400706,52.7207299639775
A,2025,2025-07,BUY,NORMAL_STRATEGY,10-25,Q3,2,857738.2234024047,4282.9,2141.45,2141.45,1440.9144414937,5723.8144414937,49.93248386449362
A,2025,2025-07,BUY,NORMAL_STRATEGY,10-25,Q4,3,2579865.147390747,13039.9,4346.633333333333,4154.4,4333.915461101716,17373.815461101716,50.54488996523109
A,2025,2025-07,BUY,NORMAL_STRATEGY,25-50,Q2,3,650413.5,4767.0,1589.0,1443.25,1092.6296386499998,5859.62963865,73.29183665468199
A,2025,2025-07,BUY,NORMAL_STRATEGY,25-50,Q3,1,491069.75,4345.75,4345.75,4345.75,824.948073025,5170.698073025,88.49557522123894
A,2025,2025-07,SELL,NORMAL_STRATEGY,<5,Q1,1,12626.060374336243,65.42,65.42,65.42,21.210518822847455,86.63051882284745,51.81346996642978
A,2025,2025-07,SELL,NORMAL_STRATEGY,<5,Q2,1,72378.59872847557,380.94,380.94,380.94,121.58880800396611,502.5288080039661,52.63157987198343
A,2025,2025-07,SELL,NORMAL_STRATEGY,5-10,Q1,1,10692.0,74.25,74.25,74.25,17.9614908,92.2114908,69.44444444444444
A,2025,2025-07,SELL,NORMAL_STRATEGY,5-10,Q2,1,86417.19777259827,583.9,583.9,583.9,145.17225053818782,729.0722505381877,67.56756930912042
A,2025,2025-07,SELL,NORMAL_STRATEGY,10-25,Q1,6,147530.30121803284,704.0,117.33333333333333,117.8,247.83615301617337,951.8361530161733,47.71901054818351
A,2025,2025-07,SELL,NORMAL_STRATEGY,10-25,Q2,1,78842.79716262818,371.9,371.9,371.9,132.44801495349907,504.34801495349905,47.16981301828826
A,2025,2025-07,SELL,NORMAL_STRATEGY,10-25,Q3,7,2710294.3274238585,13979.7,1997.1000000000001,1773.5,4553.02344063934,18532.72344063934,51.58000685957876
A,2025,2025-07,SELL,NORMAL_STRATEGY,25-50,Q1,5,69023.5,488.75,97.75,105.25,115.95257765,604.70257765,70.80921715068057
A,2025,2025-07,SELL,NORMAL_STRATEGY,25-50,Q3,1,335412.0,2662.0,2662.0,2662.0,563.4586188000001,3225.4586188000003,79.36507936507937
A,2025,2025-08,BUY,NORMAL_STRATEGY,<5,Q1,1,19994.79955539704,103.6,103.6,103.6,33.589263773111476,137.18926377311146,51.81347265471139
A,2025,2025-08,BUY,NORMAL_STRATEGY,<5,Q2,1,84352.00040222167,421.76,421.76,421.76,141.70292547569218,563.4629254756921,49.99999976158143
A,2025,2025-08,BUY,NORMAL_STRATEGY,10-25,Q1,12,212872.59943199158,971.5,80.95833333333333,78.19999999999999,357.60467978580266,1329.1046797858028,45.63762563111719
A,2025,2025-08,BUY,NORMAL_STRATEGY,10-25,Q2,5,645782.9039146424,3120.7,624.14,387.8,1084.8507002862075,4205.550700286208,48.32428949547547
A,2025,2025-08,BUY,NORMAL_STRATEGY,10-25,Q3,2,566298.4988174438,2751.0,1375.5,1375.5,951.3248481634241,3702.3248481634237,48.57862074055811
A,2025,2025-08,BUY,NORMAL_STRATEGY,25-50,Q1,8,209679.75,1770.75,221.34375,216.0,352.241012025,2122.9910120249997,84.4502151495316
A,2025,2025-08,BUY,NORMAL_STRATEGY,25-50,Q2,2,271248.75,1436.25,718.125,718.125,455.670775125,1891.920775125,52.94955276291596
A,2025,2025-08,BUY,NORMAL_STRATEGY,25-50,Q3,1,309404.25,2022.25,2022.25,2022.25,519.768199575,2542.018199575,65.359477124183
A,2025,2025-08,BUY,NORMAL_STRATEGY,50-100,Q1,2,75563.75,330.5,165.25,165.25,126.939543625,457.43954362500006,43.7379034259152
A,2025,2025-08,BUY,NORMAL_STRATEGY,50-100,Q2,1,227883.0,1026.5,1026.5,1026.5,382.82065170000004,1409.3206517,45.04504504504504
A,2025,2025-08,SELL,NORMAL_STRATEGY,<5,Q1,1,36986.40017814636,186.8,186.8,186.8,62.13345365926807,248.93345365926808,50.50505026179107
A,2025,2025-08,SELL,NORMAL_STRATEGY,5-10,Q2,1,202863.74725580213,1438.75,1438.75,1438.75,340.79080901502203,1779.540809015022,70.9219867749855
A,2025,2025-08,SELL,NORMAL_STRATEGY,10-25,Q1,5,157113.2996891022,763.7,152.74,163.6,263.93463214772277,1027.6346321477226,48.608233772138924
A,2025,2025-08,SELL,NORMAL_STRATEGY,10-25,Q2,3,573201.6065376281,3031.2,1010.4,1074.6,962.9213788225616,3994.1213788225614,52.88191738173391
A,2025,2025-08,SELL,NORMAL_STRATEGY,10-25,Q3,3,800040.2023651123,4030.3,1343.4333333333334,1279.3,1343.987535953152,5374.287535953152,50.37621844609133
A,2025,2025-08,SELL,NORMAL_STRATEGY,25-50,Q1,2,81333.25,610.0,305.0,305.0,136.631726675,746.631726675,75.00007684434102
A,2025,2025-08,SELL,NORMAL_STRATEGY,25-50,Q2,4,783092.5,5879.0,1469.75,1437.5,1315.51709075,7194.51709075,75.074145136111
A,2025,2025-09,BUY,NORMAL_STRATEGY,<5,Q2,2,286753.17046875006,1353.44,676.72,676.72,481.7166510704531,1835.156651070453,47.19878067215637
A,2025,2025-09,BUY,NORMAL_STRATEGY,5-10,Q3,1,351815.8456141472,2299.45,2299.45,2299.45,591.0154390472059,2890.4654390472056,65.35947793897587
A,2025,2025-09,BUY,NORMAL_STRATEGY,10-25,Q1,3,81668.39962272644,404.8,134.93333333333334,101.2,137.19474452621816,541.9947445262181,49.56629514843014
A,2025,2025-09,BUY,NORMAL_STRATEGY,10-25,Q3,4,1154756.4843097688,5756.6,1439.15,1452.75,1939.8754179919806,7696.475417991981,49.851203073701605
A,2025,2025-09,BUY,NORMAL_STRATEGY,25-50,Q1,6,164919.0,1578.0,263.0,338.5,277.0474281,1855.0474281000002,95.68333545558728
A,2025,2025-09,BUY,NORMAL_STRATEGY,25-50,Q2,1,234936.0,1631.5,1631.5,1631.5,394.6689864,2026.1689864,69.44444444444444
A,2025,2025-09,BUY,NORMAL_STRATEGY,25-50,Q3,3,901285.5,5646.0,1882.0,1872.5,1514.06951145,7160.0695114499995,62.64385702421708
A,2025,2025-09,BUY,NORMAL_STRATEGY,50-100,Q1,1,25124.25,104.25,104.25,104.25,42.206227575,146.456227575,41.49377593360996
A,2025,2025-09,BUY,NORMAL_STRATEGY,50-100,Q3,1,456936.0,1896.0,1896.0,1896.0,767.6067863999999,2663.6067863999997,41.49377593360996
A,2025,2025-09,SELL,NORMAL_STRATEGY,<5,Q1,2,53561.522384777076,253.85999999999999,126.92999999999999,126.92999999999999,89.978001454187,343.83800145418695,47.39596424767615
A,2025,2025-09,SELL,NORMAL_STRATEGY,<5,Q2,1,82650.32446159363,389.86,389.86,389.86,138.84428006303114,528.7042800630311,47.169808774454616
A,2025,2025-09,SELL,NORMAL_STRATEGY,5-10,Q2,2,343371.7028749466,2299.45,1149.725,1149.725,576.8301236596228,2876.2801236596224,66.96678790789707
A,2025,2025-09,SELL,NORMAL_STRATEGY,10-25,Q1,3,87512.00037574768,447.5,149.16666666666666,123.4,147.0114094312185,594.5114094312186,51.13584400751697
A,2025,2025-09,SELL,NORMAL_STRATEGY,10-25,Q2,4,474063.60127487185,2152.1,538.025,425.75,796.3794437816572,2948.479443781657,45.39686223984465
