symbol,feature,horizon_days,sample_size,pearson,spearman,true_mean,false_mean
CENTEL,momentum_60,10,528,-0.28243227227012185,-0.2770464386177435,,
CENTEL,momentum_60,20,528,-0.518978417292994,-0.49234846178029157,,
CENTEL,momentum_120,1,468,-0.14694059598467543,-0.15720112637511907,,
CENTEL,momentum_120,3,468,-0.24949715544917256,-0.25430710064746453,,
CENTEL,momentum_120,5,468,-0.3049854347168035,-0.3048091111068824,,
CENTEL,momentum_120,10,468,-0.42958326211535375,-0.41159860708761226,,
CENTEL,momentum_120,20,468,-0.584728393582805,-0.5201071796274354,,
CENTEL,close_gt_sma20,1,588,-0.05999226458739891,-0.05623718545041183,-0.001886811199499005,0.0006667459245339854
CENTEL,close_gt_sma20,3,588,-0.09943758569812516,-0.08920297442380498,-0.005456242534248,0.001743421591955258
CENTEL,close_gt_sma20,5,588,-0.11329261588889747,-0.09163687434844237,-0.008173338798353167,0.0020802916214121255
CENTEL,close_gt_sma20,10,588,-0.19801103365982853,-0.17198494528421862,-0.01807820995783964,0.0057682491661195405
CENTEL,close_gt_sma20,20,588,-0.3053605519219282,-0.29756685619893913,-0.036006182467606215,0.012002321823144518
CENTEL,close_gt_sma50,1,588,-0.11655498474888436,-0.09011498024544584,-0.004159670177950185,0.0011761602275670953
CENTEL,close_gt_sma50,3,588,-0.16951031338404035,-0.18477875167084448,-0.010591220792686758,0.002608922204796121
CENTEL,close_gt_sma50,5,588,-0.23556072931567412,-0.23298835764462394,-0.018338404581564265,0.004591370213883631
CENTEL,close_gt_sma50,10,588,-0.3611627406626798,-0.34679962616625537,-0.03719810227594204,0.00958169057708984
CENTEL,close_gt_sma50,20,588,-0.43245847756871253,-0.43042740261949103,-0.05996247870955636,0.013163299824336916
CENTEL,sma20_gt_sma50,1,588,-0.1043471100541963,-0.085062470967451,-0.00384057822516249,0.0009738282867617218
CENTEL,sma20_gt_sma50,3,588,-0.18474499723391224,-0.17318051102939064,-0.011611535429962332,0.002887742097278754
CENTEL,sma20_gt_sma50,5,588,-0.23107585427792787,-0.20592439354710126,-0.018351484123288582,0.004318051977649968
CENTEL,sma20_gt_sma50,10,588,-0.293058269002188,-0.2741642556469627,-0.03163799040099405,0.0066180926059683
CENTEL,sma20_gt_sma50,20,588,-0.2624679866008124,-0.263319428898202,-0.04073584502695748,0.003993608694192229
CENTEL,volatility_20,1,568,0.015947851105993803,0.016657765960408806,,
CENTEL,volatility_20,3,568,0.04052997875613437,0.006628708881528243,,
CENTEL,volatility_20,5,568,0.08796044748362641,0.051526911709507274,,
CENTEL,volatility_20,10,568,0.1754661365014081,0.09895931432466797,,
CENTEL,volatility_20,20,568,0.25287021848578806,0.15511732210405757,,
CENTEL,volume_ratio_20,1,569,0.003278282296320106,0.015667452415640933,,
CENTEL,volume_ratio_20,3,569,-0.07974887313769999,-0.06550723062306242,,
CENTEL,volume_ratio_20,5,569,-0.06729274497106508,-0.0643079232477174,,
CENTEL,volume_ratio_20,10,569,-0.03686031604453043,-0.07321534117808166,,
CENTEL,volume_ratio_20,20,569,-0.0036879390084930924,-0.05009941020787469,,
COM7,momentum_20,1,734,-0.018456257819622814,-0.016411867032089012,,
COM7,momentum_20,3,734,-0.030873032144671537,0.0013580296495012238,,
COM7,momentum_20,5,734,-0.04927413854096158,0.009938261453120724,,
COM7,momentum_20,10,734,-0.07785201190604055,-0.00016976122432511522,,
COM7,momentum_20,20,734,-0.1350699436400902,-0.0817469061187019,,
COM7,momentum_60,1,694,-0.028827449352671716,-0.03403794251676556,,
COM7,momentum_60,3,694,-0.0502631067679925,-0.04584311228421645,,
COM7,momentum_60,5,694,-0.06615661905910683,-0.06478957168053567,,
COM7,momentum_60,10,694,-0.1093848993402689,-0.09275857600507136,,
COM7,momentum_60,20,694,-0.1744739887846179,-0.1528502378925056,,
COM7,momentum_120,1,634,-0.046115337392617674,-0.04935426299122342,,
COM7,momentum_120,3,634,-0.06871971127534068,-0.05409779312812288,,
COM7,momentum_120,5,634,-0.08338933566539997,-0.07717995175961297,,
COM7,momentum_120,10,634,-0.12922010480581014,-0.13454315082195545,,
