symbol,side,status,reason,signal_date,execution_date,quantity,requested_price,executed_price,commission,vat,total_fees,slippage,cash_before,cash_after,position_before,position_after
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2024-03-20 00:00:00,2024-03-21 00:00:00,23082,43.50,43.50,1576.3851900,110.346963300,1686.732153300,5770.50,2690232.758263584553283788306,3692613.026110284553283788306,23082,0
IVL,BUY,FILLED,ENTRY_CONFIRMED,2024-03-20 00:00:00,2024-03-21 00:00:00,40747,24.499999618530277,24.499999618530277,1567.33333059631751916283,109.7133331417422263413981,1677.0466637380597455042281,4074.700000000000000,3692613.026110284553283788306,2692634.494990293296619284078,0,40747
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BGRIM,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
SCGP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BGRIM,BUY,FILLED,ENTRY_CONFIRMED,2024-03-22 00:00:00,2024-03-25 00:00:00,35028,28.50,28.50,1567.3278600,109.712950200,1677.040810200,8757.00,2692634.494990293296619284078,1692659.454180093296619284078,0,35028
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2024-03-22 00:00:00,2024-03-25 00:00:00,22184,45.00,45.00,1567.2996000,109.710972000,1677.010572000,5546.00,1692659.454180093296619284078,692702.443608093296619284078,0,22184
GLOBAL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
MTC,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BGRIM,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BGRIM,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
BGRIM,SELL,FILLED,EXIT_CONFIRMED,2024-03-29 00:00:00,2024-04-01 00:00:00,35028,27.50,27.50,1512.3339000,105.863373000,1618.197273000,8757.00,692702.443608093296619284078,1654354.246335093296619284078,35028,0
GLOBAL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,BUY,FILLED,ENTRY_CONFIRMED,2024-03-29 00:00:00,2024-04-01 00:00:00,48698,20.499999618530277,20.499999618530277,1567.34510083440426407322,109.7141570584082984851254,1677.0592578928125625583454,4869.800000000000000,1654354.246335093296619284078,654368.2056540130547107257326,0,48698
PTTGC,SELL,FILLED,EXIT_CONFIRMED,2024-03-29 00:00:00,2024-04-01 00:00:00,26445,38.50,38.50,1598.4680250,111.892761750,1710.360786750,6611.25,654368.2056540130547107257326,1670790.344867263054710725733,26445,0
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2024-04-01 00:00:00,2024-04-02 00:00:00,22184,42.50,42.50,1480.2274000,103.615918000,1583.843318000,5546.00,1670790.344867263054710725733,2612026.501549263054710725733,22184,0
GLOBAL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,FILLED,ENTRY_CONFIRMED,2024-04-02 00:00:00,2024-04-03 00:00:00,60139,16.60,16.60,1567.3426180,109.713983260,1677.056601260,6013.90,2612026.501549263054710725733,1612042.044948003054710725733,0,60139
PTTGC,BUY,FILLED,ENTRY_CONFIRMED,2024-04-02 00:00:00,2024-04-03 00:00:00,24803,40.25,40.25,1567.3635775,109.715450425,1677.079027925,6200.75,1612042.044948003054710725733,612044.215920078054710725733,0,24803
SCGP,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,SELL,FILLED,EXIT_CONFIRMED,2024-04-03 00:00:00,2024-04-04 00:00:00,68968,15.314284706115724,15.314284706115724,1658.22707254988112694624,116.0758950784916788862368,1774.3029676283728058324768,6896.800000000000000,612044.215920078054710725733,1666465.500563838934736893256,68968,0
LH,BUY,FILLED,ENTRY_CONFIRMED,2024-04-03 00:00:00,2024-04-04 00:00:00,133109,7.499999809265137,7.499999809265137,1567.35843514001279986481,109.7150904598008959905367,1677.0735255998136958553467,6655.450000000000000,1666465.500563838934736893256,666470.9524267660001080379093,0,133109
SCGP,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
CENTEL,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
SCGP,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
MTC,SELL,FILLED,EXIT_CONFIRMED,2024-04-05 00:00:00,2024-04-09 00:00:00,22689,45.25,45.25,1611.8832825,112.831829775,1724.715112275,5672.25,666470.9524267660001080379093,1691423.487314491000108037909,22689,0
SCGP,BUY,FILLED,ENTRY_CONFIRMED,2024-04-05 00:00:00,2024-04-09 00:00:00,33002,30.25,30.25,1567.3474850,109.714323950,1677.061808950,8250.50,1691423.487314491000108037909,691435.925505541000108037909,0,33002
GLOBAL,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
TOP,SELL,FILLED,EXIT_CONFIRMED,2024-04-09 00:00:00,2024-04-10 00:00:00,18402,58.50,58.50,1690.1316900,118.309218300,1808.440908300,4600.50,691435.925505541000108037909,1766144.484597241000108037909,18402,0
GLOBAL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2024-04-11 00:00:00,2024-04-17 00:00:00,22818,43.75,43.75,1567.3113750,109.711796250,1677.023171250,5704.50,1766144.484597241000108037909,766179.961425991000108037909,0,22818
OSP,SELL,FILLED,EXIT_CONFIRMED,2024-04-17 00:00:00,2024-04-18 00:00:00,48698,19.600000762939453,19.600000762939453,1498.53491433119200704458,104.8974440031834404931206,1603.4323583343754475377006,4869.800000000000000,766179.961425991000108037909,1719057.366221282106854500208,48698,0
CENTEL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2024-04-19 00:00:00,2024-04-22 00:00:00,22818,43.50,43.50,1558.3553100,109.084871700,1667.440181700,5704.50,1719057.366221282106854500208,2709972.926039582106854500208,22818,0
KTB,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
LH,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,BUY,FILLED,ENTRY_CONFIRMED,2024-04-23 00:00:00,2024-04-24 00:00:00,46869,21.300000762939453,21.300000762939453,1567.34628514038847957149,109.7142399598271935700043,1677.0605251002156731414943,4686.900000000000000,2709972.926039582106854500208,1709986.129756272668524358714,0,46869
PTTGC,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,SELL,FILLED,EXIT_CONFIRMED,2024-04-24 00:00:00,2024-04-25 00:00:00,40747,23.799999618530277,23.799999618530277,1522.55237759631751916283,106.5786664317422263413981,1629.1310440280597455042281,4074.700000000000000,1709986.129756272668524358714,2678135.583168497805697854486,40747,0
KTB,SELL,FILLED,EXIT_CONFIRMED,2024-04-24 00:00:00,2024-04-25 00:00:00,60139,16.100000762939453,16.100000762939453,1520.13357503539274942819,106.4093502524774924599733,1626.5429252878702418881633,6013.900000000000000,2678135.583168497805697854486,3644746.986125625699422966323,60139,0
LH,SELL,FILLED,EXIT_CONFIRMED,2024-04-24 00:00:00,2024-04-25 00:00:00,133109,7.20,7.20,1504.6641360,105.326489520,1609.990625520,6655.45,3644746.986125625699422966323,4601521.795500105699422966323,133109,0
PTTGC,SELL,FILLED,EXIT_CONFIRMED,2024-04-24 00:00:00,2024-04-25 00:00:00,24803,37.25,37.25,1450.5414475,101.537901325,1552.079348825,6200.75,4601521.795500105699422966323,5523881.466151280699422966323,24803,0
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2024-04-25 00:00:00,2024-04-26 00:00:00,22434,44.50,44.50,1567.3514100,109.714598700,1677.066008700,5608.50,5523881.466151280699422966323,4523891.400142580699422966323,0,22434
BDMS,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2024-04-30 00:00:00,2024-05-02 00:00:00,34424,29.00,29.00,1567.3247200,109.712730400,1677.037450400,8606.00,4523891.400142580699422966323,3523918.362692180699422966323,0,34424
RATCH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
RATCH,BUY,FILLED,ENTRY_CONFIRMED,2024-05-02 00:00:00,2024-05-03 00:00:00,34724,28.75,28.75,1567.3545500,109.714818500,1677.069368500,8681.00,3523918.362692180699422966323,2523926.293323680699422966323,0,34724
COM7,BUY,FILLED,ENTRY_CONFIRMED,2024-05-09 00:00:00,2024-05-10 00:00:00,51726,19.300000762939453,19.300000762939453,1567.34958795817564902846,109.7144711570722954319922,1677.0640591152479444604522,5172.600000000000000,2523926.293323680699422966323,1523937.389800759305600505871,0,51726
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2024-05-10 00:00:00,2024-05-13 00:00:00,22434,43.50,43.50,1532.1300300,107.249102100,1639.379132100,5608.50,1523937.389800759305600505871,2498177.010668659305600505871,22434,0
KTB,BUY,FILLED,ENTRY_CONFIRMED,2024-05-10 00:00:00,2024-05-13 00:00:00,59072,16.899999237060547,16.899999237060547,1567.35730524267579284288,109.7150113669873054990016,1677.0723166096630983418816,5907.200000000000000,2498177.010668659305600505871,1498183.183420409010118163989,0,59072
MTC,BUY,FILLED,ENTRY_CONFIRMED,2024-05-10 00:00:00,2024-05-13 00:00:00,20583,48.50,48.50,1567.2925350,109.710477450,1677.003012450,5145.75,1498183.183420409010118163989,498230.680407959010118163989,0,20583
RATCH,SELL,FILLED,EXIT_CONFIRMED,2024-05-10 00:00:00,2024-05-13 00:00:00,34724,28.00,28.00,1526.4670400,106.852692800,1633.319732800,8681.00,498230.680407959010118163989,1468869.360675159010118163989,34724,0
SCGP,SELL,FILLED,EXIT_CONFIRMED,2024-05-10 00:00:00,2024-05-13 00:00:00,33002,31.00,31.00,1606.2073400,112.434513800,1718.641853800,8250.50,1468869.360675159010118163989,2490212.718821359010118163989,33002,0
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2024-05-14 00:00:00,2024-05-15 00:00:00,21941,45.50,45.50,1567.3553350,109.714873450,1677.070208450,5485.25,2490212.718821359010118163989,1490220.148612909010118163989,0,21941
KTB,SELL,FILLED,EXIT_CONFIRMED,2024-05-16 00:00:00,2024-05-17 00:00:00,59072,16.90,16.90,1567.3573760,109.715016320,1677.072392320,5907.20,1490220.148612909010118163989,2486859.876220589010118163989,59072,0
CENTEL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,BUY,FILLED,ENTRY_CONFIRMED,2024-05-20 00:00:00,2024-05-21 00:00:00,63587,15.700000381469728,15.700000381469728,1567.35600108272948310752,109.7149200757910638175264,1677.0709211585205469250464,6358.700000000000000,2486859.876220589010118163989,1486866.881042914895235238943,0,63587
KTB,BUY,FILLED,ENTRY_CONFIRMED,2024-05-20 00:00:00,2024-05-21 00:00:00,58042,17.200000381469727,17.200000381469727,1567.36620276178745441838,109.7156341933251218092866,1677.0818369551125762276666,5804.200000000000000,1486866.881042914895235238943,486867.3770646938881250112764,0,58042
RATCH,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
SCGP,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2024-05-21 00:00:00,2024-05-23 00:00:00,21941,40.75,40.75,1403.7303275,98.261122925,1501.991450425,5485.25,486867.3770646938881250112764,1379461.135614268888125011276,21941,0
RATCH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
SCGP,BUY,FILLED,ENTRY_CONFIRMED,2024-05-21 00:00:00,2024-05-23 00:00:00,29800,33.50,33.50,1567.3310000,109.713170000,1677.044170000,7450.00,1379461.135614268888125011276,379484.091444268888125011276,0,29800
BDMS,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
MTC,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
RATCH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
MTC,SELL,FILLED,EXIT_CONFIRMED,2024-05-24 00:00:00,2024-05-27 00:00:00,20583,45.00,45.00,1454.1889500,101.793226500,1555.982176500,5145.75,379484.091444268888125011276,1304163.109267768888125011276,20583,0
RATCH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,SELL,FILLED,EXIT_CONFIRMED,2024-05-27 00:00:00,2024-05-28 00:00:00,34424,28.25,28.25,1526.7904600,106.875332200,1633.665792200,8606.00,1304163.109267768888125011276,2275007.443475568888125011276,34424,0
IVL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
COM7,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
COM7,SELL,FILLED,EXIT_CONFIRMED,2024-05-30 00:00:00,2024-05-31 00:00:00,51726,17.90,17.90,1453.6557780,101.755904460,1555.411682460,5172.60,2275007.443475568888125011276,3199347.431793108888125011276,51726,0
RATCH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
RATCH,BUY,FILLED,ENTRY_CONFIRMED,2024-05-31 00:00:00,2024-06-04 00:00:00,34424,29.00,29.00,1567.3247200,109.712730400,1677.037450400,8606.00,3199347.431793108888125011276,2199374.394342708888125011276,0,34424
RATCH,SELL,FILLED,EXIT_CONFIRMED,2024-06-05 00:00:00,2024-06-06 00:00:00,34424,27.75,27.75,1499.7676200,104.983733400,1604.751353400,8606.00,2199374.394342708888125011276,3153035.642989308888125011276,34424,0
GLOBAL,SELL,FILLED,EXIT_CONFIRMED,2024-06-07 00:00:00,2024-06-10 00:00:00,63587,14.849999809265137,14.849999809265137,1482.49909245863535827783,103.7749364721044750794481,1586.2740289307398333572781,6358.700000000000000,3153035.642989308888125011276,4095716.306832120414710653998,63587,0
OSP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
SCGP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
SCGP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,SELL,FILLED,EXIT_CONFIRMED,2024-06-19 00:00:00,2024-06-20 00:00:00,46869,22.299999618530277,22.299999618530277,1640.93053092980601775941,114.8651371650864212431587,1755.7956680948924390025687,4686.900000000000000,4095716.306832120414710653998,5139139.193284921074984651429,46869,0
KTB,SELL,FILLED,EXIT_CONFIRMED,2024-06-21 00:00:00,2024-06-24 00:00:00,58042,17.000000381469727,17.000000381469727,1549.14101476178745441838,108.4398710333251218092866,1657.5808857951125762276666,5804.200000000000000,5139139.193284921074984651429,6124195.634540391856942423762,58042,0
SCGP,SELL,FILLED,EXIT_CONFIRMED,2024-06-21 00:00:00,2024-06-24 00:00:00,29800,33.25,33.25,1555.6345000,108.894415000,1664.528915000,7450.00,6124195.634540391856942423762,7113381.105625391856942423762,29800,0
TOP,BUY,FILLED,ENTRY_CONFIRMED,2024-06-21 00:00:00,2024-06-24 00:00:00,19015,52.50,52.50,1567.3113750,109.711796250,1677.023171250,4753.75,7113381.105625391856942423762,6113416.582454141856942423762,0,19015
OSP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
SCGP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,BUY,FILLED,ENTRY_CONFIRMED,2024-06-26 00:00:00,2024-06-27 00:00:00,42846,23.300000762939453,23.300000762939453,1567.34957732157897108366,109.7144704125105279758562,1677.0640477340894990595162,4284.600000000000000,6113416.582454141856942423762,5113427.685717503964205364246,0,42846
KTB,BUY,FILLED,ENTRY_CONFIRMED,2024-07-04 00:00:00,2024-07-05 00:00:00,56402,17.700000381469727,17.700000381469727,1567.35521177957920133878,109.7148648245705440937146,1677.0700766041497454324946,5640.200000000000000,5113427.685717503964205364246,4113435.194125244272205931751,0,56402
OSP,SELL,FILLED,EXIT_CONFIRMED,2024-07-04 00:00:00,2024-07-05 00:00:00,42846,23.000000381469727,23.000000381469727,1547.16908566078951917594,108.3018359962552663423158,1655.4709216570447855182558,4284.600000000000000,4113435.194125244272205931751,5097237.739548039150462413495,42846,0
KTB,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,BUY,FILLED,ENTRY_CONFIRMED,2024-07-08 00:00:00,2024-07-09 00:00:00,42301,23.60,23.60,1567.3366520,109.713565640,1677.050217640,4230.10,5097237.739548039150462413495,4097257.089330399150462413495,0,42301
RATCH,BUY,FILLED,ENTRY_CONFIRMED,2024-07-09 00:00:00,2024-07-10 00:00:00,35028,28.50,28.50,1567.3278600,109.712950200,1677.040810200,8757.00,4097257.089330399150462413495,3097282.048520199150462413495,0,35028
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BGRIM,BUY,FILLED,ENTRY_CONFIRMED,2024-07-15 00:00:00,2024-07-16 00:00:00,44369,22.499999618530277,22.499999618530277,1567.33489842707468053441,109.7134428898952276374087,1677.0483413169699081718187,4436.900000000000000,3097282.048520199150462413495,2097302.517104312320341241676,0,44369
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2024-07-15 00:00:00,2024-07-16 00:00:00,23628,42.25,42.25,1567.3043100,109.711301700,1677.015611700,5907.00,2097302.517104312320341241676,1097342.501492612320341241676,0,23628
GLOBAL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,BUY,FILLED,ENTRY_CONFIRMED,2024-07-15 00:00:00,2024-07-16 00:00:00,51459,19.399999237060547,19.399999237060547,1567.33816036164094027461,109.7136712253148658192227,1677.0518315869558060938327,5145.900000000000000,1097342.501492612320341241676,97360.8889211266764621478433,0,51459
KTB,SELL,FILLED,EXIT_CONFIRMED,2024-07-15 00:00:00,2024-07-16 00:00:00,56402,17.40,17.40,1540.7898360,107.855288520,1648.645124520,5640.20,97360.8889211266764621478433,1077107.043796606676462147843,56402,0
LH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
TOP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,FILLED,ENTRY_CONFIRMED,2024-07-18 00:00:00,2024-07-19 00:00:00,109705,9.100000190734863,9.100000190734863,1567.35536785157198830155,109.7148757496100391811085,1677.0702436011820274826585,5485.250000000000000,1077107.043796606676462147843,77114.4526284373490196651845,0,109705
IVL,SELL,FILLED,EXIT_CONFIRMED,2024-07-18 00:00:00,2024-07-19 00:00:00,51459,19.100000762939453,19.100000762939453,1543.10109463835905972539,108.0170766246851341807773,1651.1181712630441939061673,5145.900000000000000,77114.4526284373490196651845,1058330.273717275616752759017,51459,0
TOP,SELL,FILLED,EXIT_CONFIRMED,2024-07-18 00:00:00,2024-07-19 00:00:00,19015,53.00,53.00,1582.2381500,110.756670500,1692.994820500,4753.75,1058330.273717275616752759017,2064432.278896775616752759017,19015,0
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2024-07-19 00:00:00,2024-07-23 00:00:00,36635,27.25,27.25,1567.3368875,109.713582125,1677.050469625,9158.75,2064432.278896775616752759017,1064451.478427150616752759017,0,36635
HMPRO,SELL,FILLED,EXIT_CONFIRMED,2024-07-23 00:00:00,2024-07-24 00:00:00,109705,8.750000190734863,8.750000190734863,1507.07247035157198830155,105.4950729246100391811085,1612.5675432761820274826585,5485.250000000000000,1064451.478427150616752759017,2022757.681808442580140276358,109705,0
KTB,BUY,FILLED,ENTRY_CONFIRMED,2024-07-24 00:00:00,2024-07-25 00:00:00,55155,18.10,18.10,1567.3396350,109.713774450,1677.053409450,5515.50,2022757.681808442580140276358,1022775.128398992580140276358,0,55155
BDMS,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,BUY,FILLED,ENTRY_CONFIRMED,2024-07-25 00:00:00,2024-07-26 00:00:00,67584,14.771427726745604,14.771427726745604,1567.35010923046859415552,109.7145076461328015908864,1677.0646168766013957464064,6758.400000000000000,1022775.128398992580140276358,22785.8922977410780085299516,0,67584
BDMS,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
RATCH,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
RATCH,SELL,FILLED,EXIT_CONFIRMED,2024-07-30 00:00:00,2024-07-31 00:00:00,35028,27.25,27.25,1498.5854100,104.900978700,1603.486388700,8757.00,22785.8922977410780085299516,975695.4059090410780085299516,35028,0
BDMS,SELL,FILLED,EXIT_CONFIRMED,2024-07-31 00:00:00,2024-08-01 00:00:00,36635,26.00,26.00,1495.4407000,104.680849000,1600.121549000,9158.75,975695.4059090410780085299516,1926605.284360041078008529952,36635,0
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2024-08-02 00:00:00,2024-08-05 00:00:00,23628,38.25,38.25,1418.9204700,99.324432900,1518.244902900,5907.00,1926605.284360041078008529952,2828858.039457141078008529952,23628,0
IVL,BUY,FILLED,ENTRY_CONFIRMED,2024-08-02 00:00:00,2024-08-05 00:00:00,54256,18.399999237060547,18.399999237060547,1567.34726301135254971024,109.7143084107946784797168,1677.0615714221472281899568,5425.600000000000000,2828858.039457141078008529952,1828870.619279761892748339995,0,54256
GLOBAL,SELL,FILLED,EXIT_CONFIRMED,2024-08-05 00:00:00,2024-08-06 00:00:00,67584,13.45714225769043,13.45714225769043,1427.8953786796875331584,99.952676507578127321088,1527.848055187265660479488,6758.40000000000000,1828870.619279761892748339995,2736830.273568324648207860507,67584,0
OSP,SELL,FILLED,EXIT_CONFIRMED,2024-08-05 00:00:00,2024-08-06 00:00:00,42301,23.199999237060547,23.199999237060547,1540.77157333123017187579,107.8540101331861120313053,1648.6255834644162839070953,4230.100000000000000,2736830.273568324648207860507,3716564.815711758430570953412,42301,0
IVL,SELL,FILLED,EXIT_CONFIRMED,2024-08-06 00:00:00,2024-08-07 00:00:00,54256,17.90,17.90,1524.7563680,106.732945760,1631.489313760,5425.60,3716564.815711758430570953412,4686115.726397998430570953412,54256,0
KTB,SELL,FILLED,EXIT_CONFIRMED,2024-08-06 00:00:00,2024-08-07 00:00:00,55155,17.100000762939453,17.100000762939453,1480.74635106548308243755,103.6522445745838157706285,1584.3985956400668982081785,5515.500000000000000,4686115.726397998430570953412,5627681.869882283893887745234,55155,0
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2024-08-08 00:00:00,2024-08-09 00:00:00,35975,27.75,27.75,1567.3408125,109.713856875,1677.054669375,8993.75,5627681.869882283893887745234,4627698.565212908893887745234,0,35975
KTB,BUY,FILLED,ENTRY_CONFIRMED,2024-08-13 00:00:00,2024-08-14 00:00:00,54852,18.200000381469727,18.200000381469727,1567.34108085127262068428,109.7138756595890834478996,1677.0549565108617041321796,5485.200000000000000,4627698.565212908893887745234,3627715.089332020566779613054,0,54852
BGRIM,SELL,FILLED,EXIT_CONFIRMED,2024-08-14 00:00:00,2024-08-15 00:00:00,44369,20.299999618530277,20.299999618530277,1414.08437242707468053441,98.9859060698952276374087,1513.0702784969699081718187,4436.900000000000000,3627715.089332020566779613054,4526892.702128093457084441235,44369,0
RATCH,BUY,FILLED,ENTRY_CONFIRMED,2024-08-15 00:00:00,2024-08-16 00:00:00,33002,30.25,30.25,1567.3474850,109.714323950,1677.061808950,8250.50,4526892.702128093457084441235,3526905.140319143457084441235,0,33002
BDMS,SELL,FILLED,EXIT_CONFIRMED,2024-08-19 00:00:00,2024-08-20 00:00:00,35975,26.25,26.25,1482.6196875,103.783378125,1586.403065625,8993.75,3526905.140319143457084441235,4469662.487253518457084441235,35975,0
MTC,BUY,FILLED,ENTRY_CONFIRMED,2024-08-19 00:00:00,2024-08-20 00:00:00,22308,44.75,44.75,1567.3043100,109.711301700,1677.015611700,5577.00,4469662.487253518457084441235,3469702.471641818457084441235,0,22308
BDMS,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2024-08-22 00:00:00,2024-08-23 00:00:00,35975,27.75,27.75,1567.3408125,109.713856875,1677.054669375,8993.75,3469702.471641818457084441235,2469719.166972443457084441235,0,35975
