symbol,side,status,reason,signal_date,execution_date,quantity,requested_price,executed_price,commission,vat,total_fees,slippage,cash_before,cash_after,position_before,position_after
MTC,BUY,FILLED,ENTRY_CONFIRMED,2023-08-11 00:00:00,2023-08-15 00:00:00,25763,38.75,38.75,1567.3565125,109.714955875,1677.071468375,6440.75,1541250.761154877730520254693,541257.439686502730520254693,0,25763
OSP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
SCGP,SELL,FILLED,EXIT_CONFIRMED,2023-08-11 00:00:00,2023-08-15 00:00:00,25434,38.25,38.25,1527.3752850,106.916269950,1634.291554950,6358.50,541257.439686502730520254693,1512473.648131552730520254693,25434,0
KTB,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,SELL,FILLED,EXIT_CONFIRMED,2023-08-16 00:00:00,2023-08-17 00:00:00,34724,28.00,28.00,1526.4670400,106.852692800,1633.319732800,8681.00,1512473.648131552730520254693,2483112.328398752730520254693,34724,0
KTB,SELL,FILLED,EXIT_CONFIRMED,2023-08-16 00:00:00,2023-08-17 00:00:00,50676,19.699999237060547,19.699999237060547,1567.35794329953003924204,109.7150560309671027469428,1677.0729993304971419889828,5067.600000000000000,2483112.328398752730520254693,3479752.416736702513150265710,50676,0
OSP,BUY,FILLED,ENTRY_CONFIRMED,2023-08-16 00:00:00,2023-08-17 00:00:00,33841,29.50,29.50,1567.3459150,109.714214050,1677.060129050,8460.25,3479752.416736702513150265710,2479765.856607652513150265710,0,33841
PTTGC,SELL,FILLED,EXIT_CONFIRMED,2023-08-16 00:00:00,2023-08-17 00:00:00,25115,36.00,36.00,1419.4998000,99.364986000,1518.864786000,6278.75,2479765.856607652513150265710,3382386.991821652513150265710,25115,0
TOP,SELL,FILLED,EXIT_CONFIRMED,2023-08-24 00:00:00,2023-08-25 00:00:00,21469,51.75,51.75,1744.3025775,122.101180425,1866.403757925,5367.25,3382386.991821652513150265710,4491541.338063727513150265710,21469,0
RATCH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
TOP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
RATCH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
TOP,BUY,FILLED,ENTRY_CONFIRMED,2023-08-29 00:00:00,2023-08-30 00:00:00,18660,53.50,53.50,1567.3467000,109.714269000,1677.060969000,4665.00,4491541.338063727513150265710,3491554.277094727513150265710,0,18660
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2023-09-01 00:00:00,2023-09-04 00:00:00,21017,47.50,47.50,1567.3427750,109.713994250,1677.056769250,5254.25,3491554.277094727513150265710,2491569.720325477513150265710,0,21017
SCGP,BUY,FILLED,ENTRY_CONFIRMED,2023-09-01 00:00:00,2023-09-04 00:00:00,24349,41.00,41.00,1567.3451300,109.714159100,1677.059289100,6087.25,2491569.720325477513150265710,1491583.661036377513150265710,0,24349
TOP,SELL,FILLED,EXIT_CONFIRMED,2023-09-01 00:00:00,2023-09-04 00:00:00,18660,50.75,50.75,1486.7821500,104.074750500,1590.856900500,4665.00,1491583.661036377513150265710,2436987.804135877513150265710,18660,0
OSP,SELL,FILLED,EXIT_CONFIRMED,2023-09-06 00:00:00,2023-09-07 00:00:00,33841,28.75,28.75,1527.4981375,106.924869625,1634.423007125,8460.25,2436987.804135877513150265710,3408282.131128752513150265710,33841,0
LH,BUY,FILLED,ENTRY_CONFIRMED,2023-09-07 00:00:00,2023-09-08 00:00:00,118144,8.449999618530273,8.449999618530273,1567.35730524267570009984,109.7150113669872990069888,1677.0723166096629991068288,5907.200000000000000,3408282.131128752513150265710,2408288.303880502276839158881,0,118144
SCGP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2023-09-11 00:00:00,2023-09-12 00:00:00,21017,47.75,47.75,1575.5919475,110.291436325,1685.883383825,5254.25,2408288.303880502276839158881,3410164.170496677276839158881,21017,0
LH,SELL,FILLED,EXIT_CONFIRMED,2023-09-11 00:00:00,2023-09-12 00:00:00,118144,8.300000381469727,8.300000381469727,1539.53453475732429990016,107.7674174330127009930112,1647.3019521903370008931712,5907.200000000000000,3410164.170496677276839158881,4389112.113612846366526265710,118144,0
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2023-09-13 00:00:00,2023-09-14 00:00:00,20798,48.00,48.00,1567.3372800,109.713609600,1677.050889600,5199.50,4389112.113612846366526265710,3389131.062723246366526265710,0,20798
GLOBAL,SELL,FILLED,EXIT_CONFIRMED,2023-09-13 00:00:00,2023-09-14 00:00:00,66507,15.882142448425291,15.882142448425291,1658.34962707335070080309,116.0844738951345490562163,1774.4341009684852498593063,6650.700000000000000,3389131.062723246366526265710,4443630.276439698709813406404,66507,0
COM7,SELL,FILLED,EXIT_CONFIRMED,2023-09-14 00:00:00,2023-09-15 00:00:00,34724,31.00,31.00,1690.0170800,118.301195600,1808.318275600,8681.00,4443630.276439698709813406404,5518265.958164098709813406404,34724,0
SCGP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
MTC,SELL,FILLED,EXIT_CONFIRMED,2023-09-18 00:00:00,2023-09-19 00:00:00,25763,38.50,38.50,1557.2445350,109.007117450,1666.251652450,6440.75,5518265.958164098709813406404,6508475.206511648709813406404,25763,0
SCGP,SELL,FILLED,EXIT_CONFIRMED,2023-09-19 00:00:00,2023-09-20 00:00:00,24349,38.50,38.50,1471.7753050,103.024271350,1574.799576350,6087.25,6508475.206511648709813406404,7444336.906935298709813406404,24349,0
COM7,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
SCGP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
SCGP,BUY,FILLED,ENTRY_CONFIRMED,2023-09-25 00:00:00,2023-09-26 00:00:00,24958,40.00,40.00,1567.3624000,109.715368000,1677.077768000,6239.50,7444336.906935298709813406404,6444339.829167298709813406404,0,24958
SCGP,SELL,FILLED,EXIT_CONFIRMED,2023-09-28 00:00:00,2023-09-29 00:00:00,24958,38.25,38.25,1498.7902950,104.915320650,1603.705615650,6239.50,6444339.829167298709813406404,7397379.623551648709813406404,24958,0
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2023-09-29 00:00:00,2023-10-02 00:00:00,20798,46.75,46.75,1526.5212050,106.856484350,1633.377689350,5199.50,7397379.623551648709813406404,8368052.745862298709813406404,20798,0
TOP,BUY,FILLED,ENTRY_CONFIRMED,2023-10-11 00:00:00,2023-10-12 00:00:00,20066,49.75,49.75,1567.3050950,109.711356650,1677.016451650,5016.50,8368052.745862298709813406404,7368092.229410648709813406404,0,20066
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2023-10-12 00:00:00,2023-10-16 00:00:00,35975,27.75,27.75,1567.3408125,109.713856875,1677.054669375,8993.75,7368092.229410648709813406404,6368108.924741273709813406404,0,35975
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,FILLED,ENTRY_CONFIRMED,2023-10-17 00:00:00,2023-10-18 00:00:00,51726,19.300000762939453,19.300000762939453,1567.34958795817564902846,109.7144711570722954319922,1677.0640591152479444604522,5172.600000000000000,6368108.924741273709813406404,5368120.021218352315990945952,0,51726
BDMS,SELL,FILLED,EXIT_CONFIRMED,2023-10-20 00:00:00,2023-10-24 00:00:00,35975,26.50,26.50,1496.7398750,104.771791250,1601.511666250,8993.75,5368120.021218352315990945952,6319856.009552102315990945952,35975,0
TOP,SELL,FILLED,EXIT_CONFIRMED,2023-10-24 00:00:00,2023-10-25 00:00:00,20066,49.00,49.00,1543.6773800,108.057416600,1651.734796600,5016.50,6319856.009552102315990945952,7301438.274755502315990945952,20066,0
RATCH,BUY,FILLED,ENTRY_CONFIRMED,2023-10-25 00:00:00,2023-10-26 00:00:00,30252,33.00,33.00,1567.3561200,109.714928400,1677.071048400,7563.00,7301438.274755502315990945952,6301445.203707102315990945952,0,30252
KTB,SELL,FILLED,EXIT_CONFIRMED,2023-10-27 00:00:00,2023-10-30 00:00:00,51726,18.90,18.90,1534.8655980,107.440591860,1642.306189860,5172.60,6301445.203707102315990945952,7277424.297517242315990945952,51726,0
PTTGC,BUY,FILLED,ENTRY_CONFIRMED,2023-10-30 00:00:00,2023-10-31 00:00:00,28321,35.25,35.25,1567.3549425,109.714845975,1677.069788475,7080.25,7277424.297517242315990945952,6277431.977728767315990945952,0,28321
MTC,BUY,FILLED,ENTRY_CONFIRMED,2023-10-31 00:00:00,2023-11-01 00:00:00,27351,36.50,36.50,1567.3490550,109.714433850,1677.063488850,6837.75,6277431.977728767315990945952,5277443.414239917315990945952,0,27351
IVL,BUY,FILLED,ENTRY_CONFIRMED,2023-11-06 00:00:00,2023-11-07 00:00:00,38397,26.00,26.00,1567.3655400,109.715587800,1677.081127800,9599.25,5277443.414239917315990945952,4277444.333112117315990945952,0,38397
SCGP,BUY,FILLED,ENTRY_CONFIRMED,2023-11-06 00:00:00,2023-11-07 00:00:00,26800,37.25,37.25,1567.3310000,109.713170000,1677.044170000,6700.00,4277444.333112117315990945952,3277467.288942117315990945952,0,26800
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2023-11-09 00:00:00,2023-11-10 00:00:00,21702,46.00,46.00,1567.3184400,109.712290800,1677.030730800,5425.50,3277467.288942117315990945952,2277498.258211317315990945952,0,21702
GLOBAL,BUY,FILLED,ENTRY_CONFIRMED,2023-11-09 00:00:00,2023-11-10 00:00:00,66905,14.921428298950195,14.921428298950195,1567.35951173578259046575,109.7151658215047813326025,1677.0746775572873717983525,6690.500000000000000,2277498.258211317315990945952,1277503.023192497232144147600,0,66905
IVL,SELL,FILLED,EXIT_CONFIRMED,2023-11-10 00:00:00,2023-11-13 00:00:00,38397,24.75,24.75,1492.0114275,104.440799925,1596.452227425,9599.25,1277503.023192497232144147600,2226232.320965072232144147600,38397,0
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2023-11-13 00:00:00,2023-11-14 00:00:00,21702,43.00,43.00,1465.1020200,102.557141400,1567.659161400,5425.50,2226232.320965072232144147600,3157850.661803672232144147600,21702,0
RATCH,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,BUY,FILLED,ENTRY_CONFIRMED,2023-11-16 00:00:00,2023-11-17 00:00:00,41253,24.200000381469727,24.200000381469727,1567.36650670672991725167,109.7156554694710942076169,1677.0821621762010114592869,4125.300000000000000,3157850.661803672232144147600,2157850.963904725383201688313,0,41253
BGRIM,BUY,FILLED,ENTRY_CONFIRMED,2023-11-17 00:00:00,2023-11-20 00:00:00,37320,26.75,26.75,1567.3467000,109.714269000,1677.060969000,9330.00,2157850.963904725383201688313,1157863.902935725383201688313,0,37320
IVL,BUY,FILLED,ENTRY_CONFIRMED,2023-11-17 00:00:00,2023-11-20 00:00:00,38769,25.75,25.75,1567.3337475,109.713362325,1677.047109825,9692.25,1157863.902935725383201688313,157885.105825900383201688313,0,38769
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
LH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
LH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
LH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
OSP,SELL,FILLED,EXIT_CONFIRMED,2023-11-22 00:00:00,2023-11-23 00:00:00,41253,23.799999618530277,23.799999618530277,1541.45957329327034181717,107.9021701305289239272019,1649.3617434237992657443719,4125.300000000000000,157885.105825900383201688313,1138057.128345706101016943941,41253,0
RATCH,SELL,FILLED,EXIT_CONFIRMED,2023-11-22 00:00:00,2023-11-23 00:00:00,30252,32.75,32.75,1555.4822100,108.883754700,1664.365964700,7563.00,1138057.128345706101016943941,2127145.762381006101016943941,30252,0
LH,BUY,FILLED,ENTRY_CONFIRMED,2023-11-23 00:00:00,2023-11-24 00:00:00,127990,7.80,7.80,1567.3655400,109.715587800,1677.081127800,6399.50,2127145.762381006101016943941,1127146.681253206101016943941,0,127990
TOP,BUY,FILLED,ENTRY_CONFIRMED,2023-11-23 00:00:00,2023-11-24 00:00:00,19198,52.00,52.00,1567.3247200,109.712730400,1677.037450400,4799.50,1127146.681253206101016943941,127173.643802806101016943941,0,19198
RATCH,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
RATCH,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
RATCH,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
RATCH,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
GLOBAL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,SELL,FILLED,EXIT_CONFIRMED,2023-11-30 00:00:00,2023-12-01 00:00:00,38769,24.500000381469727,24.500000381469727,1491.24960821904375831891,104.3874725753330630823237,1595.6370807943768214012337,3876.900000000000000,127173.643802806101016943941,1075418.521511211570258542707,38769,0
GLOBAL,SELL,FILLED,EXIT_CONFIRMED,2023-12-01 00:00:00,2023-12-04 00:00:00,66905,14.989284896850586,14.989284896850586,1574.48722645734787643810,110.2141058520143513506670,1684.7013323093622277887670,6690.500000000000000,1075418.521511211570258542707,2076591.926202690664360753940,66905,0
LH,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
LH,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
LH,SELL,FILLED,EXIT_CONFIRMED,2023-12-08 00:00:00,2023-12-12 00:00:00,127990,7.600000095367432,7.600000095367432,1527.17669916354186603760,106.9023689414479306226320,1634.0790681049897966602320,6399.500000000000000,2076591.926202690664360753940,3047681.859340663296244093708,127990,0
SCGP,SELL,FILLED,EXIT_CONFIRMED,2023-12-13 00:00:00,2023-12-14 00:00:00,26800,36.50,36.50,1535.7740000,107.504180000,1643.278180000,6700.00,3047681.859340663296244093708,4024238.581160663296244093708,26800,0
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2023-12-15 00:00:00,2023-12-18 00:00:00,22818,43.75,43.75,1567.3113750,109.711796250,1677.023171250,5704.50,4024238.581160663296244093708,3024274.057989413296244093708,0,22818
IVL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
LH,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,BUY,FILLED,ENTRY_CONFIRMED,2023-12-19 00:00:00,2023-12-20 00:00:00,37672,26.50,26.50,1567.3435600,109.714049200,1677.057609200,9418.00,3024274.057989413296244093708,2024289.000380213296244093708,0,37672
LH,BUY,FILLED,ENTRY_CONFIRMED,2023-12-19 00:00:00,2023-12-20 00:00:00,127990,7.80,7.80,1567.3655400,109.715587800,1677.081127800,6399.50,2024289.000380213296244093708,1024289.919252413296244093708,0,127990
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2023-12-20 00:00:00,2023-12-21 00:00:00,22818,43.25,43.25,1549.3992450,108.457947150,1657.857192150,5704.50,1024289.919252413296244093708,2009510.562060263296244093708,22818,0
MTC,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
PTTGC,SELL,FILLED,EXIT_CONFIRMED,2023-12-22 00:00:00,2023-12-25 00:00:00,28321,38.00,38.00,1689.6308600,118.274160200,1807.905020200,7080.25,2009510.562060263296244093708,3083900.657040063296244093708,28321,0
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2023-12-26 00:00:00,2023-12-27 00:00:00,35975,27.75,27.75,1567.3408125,109.713856875,1677.054669375,8993.75,3083900.657040063296244093708,2083917.352370688296244093708,0,35975
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2023-12-26 00:00:00,2023-12-27 00:00:00,22689,44.00,44.00,1567.3561200,109.714928400,1677.071048400,5672.25,2083917.352370688296244093708,1083924.281322288296244093708,0,22689
COM7,BUY,FILLED,ENTRY_CONFIRMED,2023-12-27 00:00:00,2023-12-28 00:00:00,42123,23.700000381469727,23.700000381469727,1567.35473222777941736097,109.7148312559445592152679,1677.0695634837239765762379,4212.300000000000000,1083924.281322288296244093708,83932.0956901552618465174701,0,42123
HMPRO,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
BGRIM,SELL,FILLED,EXIT_CONFIRMED,2024-01-08 00:00:00,2024-01-09 00:00:00,37320,26.50,26.50,1552.6986000,108.688902000,1661.387502000,9330.00,83932.0956901552618465174701,1071250.708188155261846517470,37320,0
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,FILLED,ENTRY_CONFIRMED,2024-01-08 00:00:00,2024-01-09 00:00:00,52821,18.899999237060547,18.899999237060547,1567.35746973021699034659,109.7150228811151893242613,1677.0724926113321796708513,5282.100000000000000,1071250.708188155261846517470,71256.7759947687765798466187,0,52821
TOP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,SELL,FILLED,EXIT_CONFIRMED,2024-01-10 00:00:00,2024-01-11 00:00:00,37672,26.25,26.25,1552.5573000,108.679011000,1661.236311000,9418.00,71256.7759947687765798466187,1058485.539683768776579846619,37672,0
CENTEL,SELL,FILLED,EXIT_CONFIRMED,2024-01-11 00:00:00,2024-01-12 00:00:00,22689,42.75,42.75,1522.8289575,106.598027025,1629.426984525,5672.25,1058485.539683768776579846619,2026810.862699243776579846619,22689,0
KTB,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
COM7,SELL,FILLED,EXIT_CONFIRMED,2024-01-12 00:00:00,2024-01-15 00:00:00,42123,23.000000381469727,23.000000381469727,1521.06155522777941736097,106.4743088659445592152679,1627.5358640937239765762379,4212.300000000000000,2026810.862699243776579846619,2994012.342903799363024270381,42123,0
OSP,BUY,FILLED,ENTRY_CONFIRMED,2024-01-12 00:00:00,2024-01-15 00:00:00,44767,22.300000762939453,22.300000762939453,1567.33749062258147314807,109.7136243435807031203649,1677.0511149661621762684349,4476.700000000000000,2994012.342903799363024270381,1994031.157634322708397001946,0,44767
RATCH,BUY,FILLED,ENTRY_CONFIRMED,2024-01-12 00:00:00,2024-01-15 00:00:00,31692,31.50,31.50,1567.3278600,109.712950200,1677.040810200,7923.00,1994031.157634322708397001946,994056.116824122708397001946,0,31692
TOP,SELL,FILLED,EXIT_CONFIRMED,2024-01-12 00:00:00,2024-01-15 00:00:00,19198,51.50,51.50,1552.2542900,108.657800300,1660.912090300,4799.50,994056.116824122708397001946,1981092.204733822708397001946,19198,0
LH,SELL,FILLED,EXIT_CONFIRMED,2024-01-16 00:00:00,2024-01-17 00:00:00,127990,7.850000095367432,7.850000095367432,1577.41277416354186603760,110.4188941914479306226320,1687.8316683549897966602320,6399.500000000000000,1981092.204733822708397001946,2984125.885271545340280341714,127990,0
MTC,SELL,FILLED,EXIT_CONFIRMED,2024-01-16 00:00:00,2024-01-17 00:00:00,27351,42.75,42.75,1835.7307425,128.501151975,1964.231894475,6837.75,2984125.885271545340280341714,4151416.903377070340280341714,27351,0
KTB,SELL,FILLED,EXIT_CONFIRMED,2024-01-17 00:00:00,2024-01-18 00:00:00,52821,18.000000381469727,18.000000381469727,1492.72149163489154629119,104.4905044144424082403833,1597.2119960493339545315733,5282.100000000000000,4151416.903377070340280341714,5100597.711530633456192810141,52821,0
RATCH,SELL,FILLED,EXIT_CONFIRMED,2024-01-17 00:00:00,2024-01-18 00:00:00,31692,30.00,30.00,1492.6932000,104.488524000,1597.181724000,7923.00,5100597.711530633456192810141,6049760.529806633456192810141,31692,0
OSP,SELL,FILLED,EXIT_CONFIRMED,2024-01-18 00:00:00,2024-01-19 00:00:00,44767,21.600000762939453,21.600000762939453,1518.13855762258147314807,106.2696990335807031203649,1624.4082566561621762684349,4476.700000000000000,6049760.529806633456192810141,7015103.355704487786467541706,44767,0
BDMS,SELL,FILLED,EXIT_CONFIRMED,2024-01-19 00:00:00,2024-01-22 00:00:00,35975,27.00,27.00,1524.9802500,106.748617500,1631.728867500,8993.75,7015103.355704487786467541706,7984796.626836987786467541706,35975,0
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2024-01-25 00:00:00,2024-01-26 00:00:00,35654,28.00,28.00,1567.3498400,109.714488800,1677.064328800,8913.50,7984796.626836987786467541706,6984807.562508187786467541706,0,35654
BDMS,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,SELL,FILLED,EXIT_CONFIRMED,2024-01-30 00:00:00,2024-01-31 00:00:00,35654,27.00,27.00,1511.3730600,105.796114200,1617.169174200,8913.50,6984807.562508187786467541706,7945848.393333987786467541706,35654,0
TOP,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
TOP,BUY,FILLED,ENTRY_CONFIRMED,2024-01-31 00:00:00,2024-02-01 00:00:00,18402,54.25,54.25,1567.3443450,109.714104150,1677.058449150,4600.50,7945848.393333987786467541706,6945862.834884837786467541706,0,18402
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2024-02-05 00:00:00,2024-02-06 00:00:00,35028,28.50,28.50,1567.3278600,109.712950200,1677.040810200,8757.00,6945862.834884837786467541706,5945887.794074637786467541706,0,35028
BGRIM,BUY,FILLED,ENTRY_CONFIRMED,2024-02-05 00:00:00,2024-02-06 00:00:00,34724,28.75,28.75,1567.3545500,109.714818500,1677.069368500,8681.00,5945887.794074637786467541706,4945895.724706137786467541706,0,34724
BDMS,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
GLOBAL,BUY,FILLED,ENTRY_CONFIRMED,2024-02-13 00:00:00,2024-02-14 00:00:00,68968,14.475,14.475,1567.34952600,109.7144668200,1677.0639928200,6896.800,4945895.724706137786467541706,3945906.860713317786467541706,0,68968
MTC,BUY,FILLED,ENTRY_CONFIRMED,2024-02-13 00:00:00,2024-02-14 00:00:00,22689,44.00,44.00,1567.3561200,109.714928400,1677.071048400,5672.25,3945906.860713317786467541706,2945913.789664917786467541706,0,22689
COM7,BUY,FILLED,ENTRY_CONFIRMED,2024-02-14 00:00:00,2024-02-15 00:00:00,44567,22.399999237060547,22.399999237060547,1567.33220261698151509393,109.7132541831887060565751,1677.0454568001702211505051,4456.700000000000000,2945913.789664917786467541706,1945935.978210040218097391201,0,44567
PTTGC,BUY,FILLED,ENTRY_CONFIRMED,2024-02-15 00:00:00,2024-02-16 00:00:00,26445,37.75,37.75,1567.3290375,109.713032625,1677.042070125,6611.25,1945935.978210040218097391201,945960.186139915218097391201,0,26445
HMPRO,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
BGRIM,SELL,FILLED,EXIT_CONFIRMED,2024-02-21 00:00:00,2024-02-22 00:00:00,34724,27.50,27.50,1499.2087000,104.944609000,1604.153309000,8681.00,945960.186139915218097391201,1899266.032830915218097391201,34724,0
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,BUY,FILLED,ENTRY_CONFIRMED,2024-02-21 00:00:00,2024-02-22 00:00:00,90756,10.999999618530272,10.999999618530272,1567.35606564555338404224,109.7149245951887368829568,1677.0709902407421209251968,9075.600000000000000,1899266.032830915218097391201,899272.9964613411103444660042,0,90756
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
COM7,SELL,FILLED,EXIT_CONFIRMED,2024-02-27 00:00:00,2024-02-28 00:00:00,44567,20.199999237060547,20.199999237060547,1413.39778461698151509393,98.9378449231887060565751,1512.3356295401702211505051,4456.700000000000000,899272.9964613411103444660042,1798014.026829878338272315499,44567,0
CENTEL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,FILLED,ENTRY_CONFIRMED,2024-03-01 00:00:00,2024-03-04 00:00:00,61246,16.300000762939453,16.300000762939453,1567.34645936137388934766,109.7142521552961722543362,1677.0607115166700616019962,6124.600000000000000,1798014.026829878338272315499,798027.1193913719297727135028,0,61246
TOP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,SELL,FILLED,EXIT_CONFIRMED,2024-03-04 00:00:00,2024-03-05 00:00:00,35028,27.75,27.75,1526.0823900,106.825767300,1632.908157300,8757.00,798027.1193913719297727135028,1768421.211234071929772713503,35028,0
KTB,SELL,FILLED,EXIT_CONFIRMED,2024-03-06 00:00:00,2024-03-07 00:00:00,61246,15.90,15.90,1528.8838980,107.021872860,1635.905770860,6124.60,1768421.211234071929772713503,2740596.705463211929772713503,61246,0
BDMS,BUY,FILLED,ENTRY_CONFIRMED,2024-03-07 00:00:00,2024-03-08 00:00:00,34130,29.25,29.25,1567.3349250,109.713444750,1677.048369750,8532.50,2740596.705463211929772713503,1740617.157093461929772713503,0,34130
CENTEL,BUY,FILLED,ENTRY_CONFIRMED,2024-03-08 00:00:00,2024-03-11 00:00:00,23082,43.25,43.25,1567.3255050,109.712785350,1677.038290350,5770.50,1740617.157093461929772713503,740643.618803111929772713503,0,23082
BGRIM,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
TOP,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
IVL,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
IVL,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
KTB,BUY,NON_FILL,INSUFFICIENT_CASH,,,,,,,,,,,,,
CENTEL,SELL,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
HMPRO,SELL,FILLED,EXIT_CONFIRMED,2024-03-19 00:00:00,2024-03-20 00:00:00,90756,10.799999618530272,10.799999618530272,1538.85868164555338404224,107.7201077151887368829568,1646.5787893607421209251968,9075.600000000000000,740643.618803111929772713503,1719161.805393084553283788306,90756,0
IVL,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
KTB,BUY,NON_FILL,IOC_LIMIT_NOT_FILLED,,,,,,,,,,,,,
BDMS,SELL,FILLED,EXIT_CONFIRMED,2024-03-20 00:00:00,2024-03-21 00:00:00,34130,28.50,28.50,1527.1468500,106.900279500,1634.047129500,8532.50,1719161.805393084553283788306,2690232.758263584553283788306,34130,0
