symbol,feature,observations,mean,return_correlation,forward_5d_mean,positive_forward_5d_rate,classification
PTTGC,momentum_60,838,0.0045151934328382486,0.13922815328015864,0.0014883809407433138,0.4701670644391408,DIAGNOSTIC_ONLY
PTTGC,momentum_120,778,0.016960820759233813,0.06258974678752918,0.002699007716788921,0.4845758354755784,DIAGNOSTIC_ONLY
PTTGC,close_gt_sma20,897,0.4882943143812709,0.2533508368660358,0.0012462712696733563,0.46711259754738016,DIAGNOSTIC_ONLY
PTTGC,close_gt_sma50,897,0.41471571906354515,0.17340892331467392,0.0012462712696733563,0.46711259754738016,DIAGNOSTIC_ONLY
PTTGC,sma20_gt_sma50,897,0.4214046822742475,0.0572007869037315,0.0012462712696733563,0.46711259754738016,DIAGNOSTIC_ONLY
PTTGC,volatility_20,878,0.023937281077890487,0.08796484170389327,0.001008215617484959,0.46697038724373574,DIAGNOSTIC_ONLY
PTTGC,volume_sma_20,879,20641051.78384528,0.09390667401931435,0.000995620405107973,0.4664391353811149,DIAGNOSTIC_ONLY
PTTGC,volume_ratio_20,879,1.0207345972551218,0.04228928986234906,0.000995620405107973,0.4664391353811149,DIAGNOSTIC_ONLY
RATCH,momentum_20,878,-0.0015074702877870452,0.21994460684390818,-0.00023902755393838513,0.417995444191344,DIAGNOSTIC_ONLY
RATCH,momentum_60,838,-0.0048159423340456585,0.1355260786500692,0.0003386008091167884,0.42840095465393796,DIAGNOSTIC_ONLY
RATCH,momentum_120,778,-0.018638193104829535,0.10672524240668727,0.0008017387882645253,0.43573264781491,DIAGNOSTIC_ONLY
RATCH,close_gt_sma20,897,0.45484949832775917,0.2776494545454442,-0.00036133942732483884,0.4124860646599777,DIAGNOSTIC_ONLY
RATCH,close_gt_sma50,897,0.40468227424749165,0.15024772188103902,-0.00036133942732483884,0.4124860646599777,DIAGNOSTIC_ONLY
RATCH,sma20_gt_sma50,897,0.3979933110367893,0.026830054299724893,-0.00036133942732483884,0.4124860646599777,DIAGNOSTIC_ONLY
RATCH,volatility_20,878,0.014214000729444972,0.0870990823031841,-0.00023902755393838513,0.417995444191344,DIAGNOSTIC_ONLY
RATCH,volume_sma_20,879,3215921.9738339023,0.0006593672376865535,-0.00025198140529728724,0.41751990898748575,DIAGNOSTIC_ONLY
RATCH,volume_ratio_20,879,1.0165617537748373,0.047053140164147196,-0.00025198140529728724,0.41751990898748575,DIAGNOSTIC_ONLY
SCGP,momentum_20,878,-0.007497782454701924,0.223505654409719,-0.0017758811448054439,0.43507972665148065,DIAGNOSTIC_ONLY
SCGP,momentum_60,838,-0.020775669383175793,0.13001085797727518,-0.0010898375651162797,0.4379474940334129,DIAGNOSTIC_ONLY
SCGP,momentum_120,778,-0.046328605386622534,0.09714115227635321,0.00031245590789338173,0.45115681233933164,DIAGNOSTIC_ONLY
SCGP,close_gt_sma20,897,0.43924191750278707,0.2469651371657258,-0.00228284374464032,0.43032329988851725,DIAGNOSTIC_ONLY
SCGP,close_gt_sma50,897,0.43924191750278707,0.17994668114670834,-0.00228284374464032,0.43032329988851725,DIAGNOSTIC_ONLY
SCGP,sma20_gt_sma50,897,0.44704570791527315,0.037625020141968765,-0.00228284374464032,0.43032329988851725,DIAGNOSTIC_ONLY
SCGP,volatility_20,878,0.0230847891699152,0.09033432844653563,-0.0017758811448054439,0.43507972665148065,DIAGNOSTIC_ONLY
SCGP,volume_sma_20,879,11755451.205915814,0.02490492315734301,-0.0017575814987831574,0.43572241183162685,DIAGNOSTIC_ONLY
