actual_first_date,actual_last_date,artifact,category,corporate_action_discontinuities,notes,provider_symbol,requested_end_exclusive,requested_range,requested_start,retrieved_at_utc,returned_range,rows,sha256,source,status,symbol,url,validation_issues
,,data\pilot\historical_acquisition\set_constituents_archive_landing.html,membership_source,,Official page lists semiannual archives back to 2005; PDF links require member login; no snapshot was fabricated.,,,2005-01-01 to 2026-12-31,,2026-09-11T16:30:47.784429+00:00,archive index only,,abbf04f494cee477f12b4964d445bae59e40153770392744c4dc4f30d52e55b0,SET,ARCHIVE_LISTED_DOWNLOAD_REQUIRES_LOGIN,ALL,https://www.set.or.th/en/market/information/securities-list/constituents-list-set50-set100,
2010-01-04,2022-12-30,data\pilot\historical_acquisition\PTT_PTT_BK_2010_2022.csv,price,[],,PTT.BK,2023-01-01,,2010-01-01,2026-09-11T16:30:47.784429+00:00,,3167,a8602d3eaa816681cc4b82303b24898e92e12b3355efa94a34dc66c0e630351e,Yahoo Finance via yfinance,UNAPPROVED_VALIDATION_ISSUES,PTT,https://finance.yahoo.com/,High below Open/Close by 0.25 (0.52%)
2010-01-04,2022-12-30,data\pilot\historical_acquisition\ADVANC_ADVANC_BK_2010_2022.csv,price,[],,ADVANC.BK,2023-01-01,,2010-01-01,2026-09-11T16:30:47.784429+00:00,,3167,dcaed544c153b10ea6c13b0282ca19443797c24f72f700a2ac1b9d092fa9594d,Yahoo Finance via yfinance,UNAPPROVED_ACQUIRED,ADVANC,https://finance.yahoo.com/,
2010-01-04,2022-12-30,data\pilot\historical_acquisition\TRUE_TRUE_BK_2010_2022.csv,price,[],,TRUE.BK,2023-01-01,,2010-01-01,2026-09-11T16:30:47.784429+00:00,,3167,4d3b2bf32fd7ef3f99547d8e7e5b81f90460a2433db00e14371ab423a2100630,Yahoo Finance via yfinance,UNAPPROVED_ACQUIRED,TRUE,https://finance.yahoo.com/,
2016-10-28,2022-12-30,data\pilot\historical_acquisition\BANPU_BANPU_BK_2010_2022.csv,price,[],,BANPU.BK,2023-01-01,,2010-01-01,2026-09-11T16:30:47.784429+00:00,,1500,7172032a37a2735056a7ebd4dc6522d50d438c1e7335c10ff08f796cdee0df81,Yahoo Finance via yfinance,UNAPPROVED_ACQUIRED,BANPU,https://finance.yahoo.com/,
,,,cross_check,,HTTP 404; response did not provide a usable CSV for the tested ticker form.,,,2010-01-01 to 2022-12-31,,2026-09-11T16:30:47.784429+00:00,none,,,Stooq,NO_USABLE_DATA,PTT,https://stooq.com/q/d/l/?s=ptt.bk&i=d&d1=20100101&d2=20221231,
,,,cross_check,,HTTP 404; response did not provide a usable CSV for the tested ticker form.,,,2010-01-01 to 2022-12-31,,2026-09-11T16:30:47.784429+00:00,none,,,Stooq,NO_USABLE_DATA,ADVANC,https://stooq.com/q/d/l/?s=advanc.bk&i=d&d1=20100101&d2=20221231,
,,,cross_check,,HTTP 404; response did not provide a usable CSV for the tested ticker form.,,,2010-01-01 to 2022-12-31,,2026-09-11T16:30:47.784429+00:00,none,,,Stooq,NO_USABLE_DATA,TRUE,https://stooq.com/q/d/l/?s=true.bk&i=d&d1=20100101&d2=20221231,
,,,cross_check,,HTTP 404; response did not provide a usable CSV for the tested ticker form.,,,2010-01-01 to 2022-12-31,,2026-09-11T16:30:47.784429+00:00,none,,,Stooq,NO_USABLE_DATA,BANPU,https://stooq.com/q/d/l/?s=banpu.bk&i=d&d1=20100101&d2=20221231,
