date,symbol,momentum_20,rank,selected_by_design_c,candidate_count,forward_return_1d,forward_return_3d,forward_return_5d,forward_return_10d,forward_return_20d
2024-07-05,TOP,0.09852216748768483,1,True,2,-0.004484304932735439,-0.004484304932735439,-0.004484304932735439,-0.04932735426008972,-0.13452914798206284
2024-07-05,OSP,0.01298697974486629,2,True,2,0.008547041290593471,-0.008546959779967112,-0.004273520645296958,0.055555605367604954,-0.017094001070560694
2024-07-10,TOP,0.0990099009900991,1,True,4,0.0,0.0,-0.05405405405405406,-0.08108108108108103,-0.10360360360360366
2024-07-10,RATCH,0.03669724770642202,2,True,4,0.0,0.0,-0.008849557522123908,-0.03539823008849563,0.008849557522123908
2024-07-10,HMPRO,0.027472526320885926,3,True,4,-0.0160428412924849,-0.0160428412924849,-0.02673796682355878,-0.05347593364711789,-0.15508023817581607
2024-07-10,OSP,0.008695685345193604,4,True,4,-0.008620722256998503,0.004310278915198751,0.03879308572989215,0.0,0.012931001172197254
2024-07-15,BGRIM,0.10243904299852336,1,True,10,-0.004424795565566408,-0.017699097866309854,-0.02654868899744267,-0.044247786863752636,-0.11504426272494794
2024-07-15,RATCH,0.08653846153846145,2,True,10,-0.008849557522123908,0.026548672566371723,-0.017699115044247815,-0.017699115044247815,0.017699115044247815
2024-07-15,TOP,0.07766990291262132,3,True,10,-0.05405405405405406,-0.04054054054054057,-0.06306306306306309,-0.09009009009009006,-0.07657657657657657
2024-07-15,OSP,0.04954947911341634,4,True,10,0.034334814189037166,0.06437768451142811,0.025751090176663105,0.034334814189037166,-0.03433473232857809
2024-07-15,CENTEL,0.03205128205128216,5,True,10,0.049689440993788914,0.05590062111801242,0.049689440993788914,0.024844720496894457,-0.21739130434782605
2024-07-15,HMPRO,0.027932961489138597,6,True,10,-0.010869503246587087,-0.010869503246587087,-0.038043416853436485,-0.010869503246587087,-0.14130431965753965
2024-07-15,GLOBAL,0.026666730570999997,7,True,10,0.0,0.0,-0.006493588340951484,0.0,-0.1883117277197175
2024-07-15,IVL,0.02020209804504458,8,True,10,-0.04950494862528321,-0.04950494862528321,-0.11386143849206909,-0.04455452930131176,-0.1435644265518783
2024-07-15,PTTGC,0.016393442622950838,9,True,10,-0.06451612903225812,-0.08064516129032262,-0.15322580645161288,-0.12096774193548387,-0.23225808912707913
2024-07-15,LH,0.008333365122477288,10,True,10,-0.016528988151582213,-0.04958680682263317,-0.04958680682263317,-0.04958680682263317,-0.16528925098736813
2024-07-18,RATCH,0.12621359223300965,1,True,8,-0.025862068965517238,-0.0431034482758621,-0.051724137931034475,-0.06896551724137934,0.034482758620689724
2024-07-18,OSP,0.11210762715387146,2,True,8,-0.004032196661186149,-0.04838705211722627,-0.052419325687633855,-0.06451606948963506,-0.11290319851608277
2024-07-18,CENTEL,0.07594936708860756,3,True,8,-0.00588235294117645,-0.00588235294117645,0.0,-0.11764705882352944,-0.24117647058823533
2024-07-18,BGRIM,0.06730776813608941,4,True,8,-0.018018086132081,-0.004504521533020278,0.0,0.0,-0.06306312962907912
