design,signal_date,execution_date,symbol,side,quantity,order_type,validity,requested_price,executed_price,status,reason,order_value,commission,vat,total_fees,slippage,membership_end_date,date,year,month,tick_size,slippage_bps,fee_total,transaction_cost,price_bucket,notional_bucket,reason_class
A,2023-02-01 00:00:00,2023-02-02 00:00:00,BDMS,BUY,66004,LIMIT,IOC,30.25,30.25,FILLED,,1996621.0,3134.69497,219.4286479,3354.1236179,16501.0,,2023-02-02,2023,2023-02,0.25,82.64462809917356,3354.1236178999998,19855.1236179,25-50,Q4,NORMAL_STRATEGY
A,2023-02-01 00:00:00,2023-02-02 00:00:00,IVL,BUY,48403,LIMIT,IOC,41.25,41.25,FILLED,,1996623.75,3134.6992875,219.428950125,3354.128237625,12100.75,,2023-02-02,2023,2023-02,0.25,60.60606060606061,3354.128237625,15454.878237625,25-50,Q4,NORMAL_STRATEGY
A,2023-02-06 00:00:00,2023-02-07 00:00:00,BDMS,SELL,66004,LIMIT,IOC,29.75,29.75,FILLED,,1963619.0,3082.88183,215.8017281,3298.6835581,16501.0,,2023-02-07,2023,2023-02,0.25,84.03361344537815,3298.6835580999996,19799.683558099998,25-50,Q4,NORMAL_STRATEGY
A,2023-02-06 00:00:00,2023-02-07 00:00:00,IVL,SELL,48403,LIMIT,IOC,40.5,40.5,FILLED,,1960321.5,3077.704755,215.43933285,3293.14408785,12100.75,,2023-02-07,2023,2023-02,0.25,61.72839506172839,3293.1440878500002,15393.89408785,25-50,Q4,NORMAL_STRATEGY
A,2023-02-06 00:00:00,2023-02-07 00:00:00,CENTEL,BUY,91582,LIMIT,IOC,54.0,54.0,FILLED,,4945428.0,7764.32196,543.5025372,8307.8244972,22895.5,,2023-02-07,2023,2023-02,0.25,46.29629629629629,8307.8244972,31203.3244972,50-100,Q4,NORMAL_STRATEGY
A,2023-02-14 00:00:00,2023-02-15 00:00:00,CENTEL,BUY,646,LIMIT,IOC,54.25,54.25,FILLED,,35045.5,55.021435,3.85150045,58.87293545,161.5,,2023-02-15,2023,2023-02,0.25,46.08294930875576,58.87293545,220.37293545,50-100,Q1,NORMAL_STRATEGY
A,2023-02-17 00:00:00,2023-02-20 00:00:00,CENTEL,SELL,2090,LIMIT,IOC,54.5,54.5,FILLED,,113905.0,178.83085,12.5181595,191.3490095,522.5,,2023-02-20,2023,2023-02,0.25,45.87155963302752,191.3490095,713.8490095,50-100,Q2,NORMAL_STRATEGY
A,2023-02-22 00:00:00,2023-02-23 00:00:00,CENTEL,SELL,54163,LIMIT,IOC,55.75,55.75,FILLED,,3019587.25,4740.7519825,331.852638775,5072.604621275,13540.75,,2023-02-23,2023,2023-02,0.25,44.84304932735426,5072.604621275,18613.354621275,50-100,Q4,NORMAL_STRATEGY
A,2023-02-22 00:00:00,2023-02-23 00:00:00,BDMS,BUY,67453,LIMIT,IOC,30.0,30.0,FILLED,,2023590.0,3177.0363,222.392541,3399.428841,16863.25,,2023-02-23,2023,2023-02,0.25,83.33333333333333,3399.4288410000004,20262.678841,25-50,Q4,NORMAL_STRATEGY
A,2023-02-22 00:00:00,2023-02-23 00:00:00,HMPRO,BUY,134014,LIMIT,IOC,15.1,15.1,FILLED,,2023611.4,3177.069898,222.39489286,3399.46479086,13401.4,,2023-02-23,2023,2023-02,0.09999999999999999,66.2251655629139,3399.46479086,16800.86479086,10-25,Q4,NORMAL_STRATEGY
A,2023-02-22 00:00:00,2023-02-23 00:00:00,OSP,BUY,62747,LIMIT,IOC,32.25,32.25,FILLED,,2023590.75,3177.0374775,222.392623425,3399.430100925,15686.75,,2023-02-23,2023,2023-02,0.25,77.51937984496124,3399.4301009250003,19086.180100925,25-50,Q4,NORMAL_STRATEGY
A,2023-02-27 00:00:00,2023-02-28 00:00:00,BDMS,SELL,67453,LIMIT,IOC,28.25,28.25,FILLED,,1905547.25,2991.7091825,209.419642775,3201.128825275,16863.25,,2023-02-28,2023,2023-02,0.25,88.49557522123894,3201.128825275,20064.378825275002,25-50,Q4,NORMAL_STRATEGY
A,2023-02-27 00:00:00,2023-02-28 00:00:00,HMPRO,SELL,134014,LIMIT,IOC,14.200000190734864,14.200000190734864,FILLED,,1902998.8255611416,2987.708156130993,209.13957092916948,3196.8477270601625,13401.4,,2023-02-28,2023,2023-02,0.09999999999999999,70.42253426534984,3196.8477270601625,16598.247727060163,10-25,Q4,NORMAL_STRATEGY
A,2023-02-27 00:00:00,2023-02-28 00:00:00,CENTEL,BUY,21983,LIMIT,IOC,56.25,56.25,FILLED,,1236543.75,1941.3736875,135.896158125,2077.269845625,5495.75,,2023-02-28,2023,2023-02,0.25,44.44444444444444,2077.269845625,7573.019845625,50-100,Q4,NORMAL_STRATEGY
A,2023-02-27 00:00:00,2023-02-28 00:00:00,COM7,BUY,103496,LIMIT,IOC,31.5,31.5,FILLED,,3260124.0,5118.39468,358.2876276,5476.6823076,25874.0,,2023-02-28,2023,2023-02,0.25,79.36507936507937,5476.6823076,31350.6823076,25-50,Q4,NORMAL_STRATEGY
A,2023-02-27 00:00:00,2023-02-28 00:00:00,OSP,BUY,38342,LIMIT,IOC,32.25,32.25,FILLED,,1236529.5,1941.351315,135.89459205,2077.24590705,9585.5,,2023-02-28,2023,2023-02,0.25,77.51937984496124,2077.24590705,11662.74590705,25-50,Q4,NORMAL_STRATEGY
A,2023-03-02 00:00:00,2023-03-03 00:00:00,COM7,SELL,103496,LIMIT,IOC,30.5,30.5,FILLED,,3156628.0,4955.90596,346.9134172,5302.8193772,25874.0,,2023-03-03,2023,2023-03,0.25,81.9672131147541,5302.8193772,31176.8193772,25-50,Q4,NORMAL_STRATEGY
A,2023-03-08 00:00:00,2023-03-09 00:00:00,OSP,SELL,590,LIMIT,IOC,32.0,32.0,FILLED,,18880.0,29.6416,2.074912,31.716512,147.5,,2023-03-09,2023,2023-03,0.25,78.125,31.716512,179.216512,25-50,Q1,NORMAL_STRATEGY
A,2023-03-08 00:00:00,2023-03-09 00:00:00,CENTEL,BUY,629,LIMIT,IOC,55.75,55.75,FILLED,,35066.75,55.0547975,3.853835825,58.908633325,157.25,,2023-03-09,2023,2023-03,0.25,44.84304932735426,58.908633325,216.15863332499998,50-100,Q1,NORMAL_STRATEGY
A,2023-03-13 00:00:00,2023-03-14 00:00:00,CENTEL,SELL,58587,LIMIT,IOC,54.75,54.75,FILLED,,3207638.25,5035.9920525,352.519443675,5388.511496175,14646.75,,2023-03-14,2023,2023-03,0.25,45.662100456621005,5388.511496175,20035.261496175,50-100,Q4,NORMAL_STRATEGY
A,2023-03-13 00:00:00,2023-03-14 00:00:00,OSP,BUY,45011,LIMIT,IOC,32.25,32.25,FILLED,,1451604.75,2279.0194575,159.531362025,2438.550819525,11252.75,,2023-03-14,2023,2023-03,0.25,77.51937984496124,2438.550819525,13691.300819525,25-50,Q4,NORMAL_STRATEGY
A,2023-03-16 00:00:00,2023-03-17 00:00:00,OSP,SELL,145510,LIMIT,IOC,31.5,31.5,FILLED,,4583565.0,7196.19705,503.7337935,7699.9308435,36377.5,,2023-03-17,2023,2023-03,0.25,79.36507936507937,7699.930843499999,44077.4308435,25-50,Q4,NORMAL_STRATEGY
A,2023-03-24 00:00:00,2023-03-27 00:00:00,BGRIM,BUY,116298,LIMIT,IOC,40.75,40.75,FILLED,,4739143.5,7440.455295,520.83187065,7961.28716565,29074.5,,2023-03-27,2023,2023-03,0.25,61.34969325153374,7961.28716565,37035.78716565,25-50,Q4,NORMAL_STRATEGY
A,2023-03-24 00:00:00,2023-03-27 00:00:00,CENTEL,BUY,82420,LIMIT,IOC,57.5,57.5,FILLED,,4739150.0,7440.4655,520.832585,7961.298085,20605.0,,2023-03-27,2023,2023-03,0.25,43.47826086956522,7961.298085,28566.298085000002,50-100,Q4,NORMAL_STRATEGY
A,2023-03-29 00:00:00,2023-03-30 00:00:00,BGRIM,SELL,70825,LIMIT,IOC,40.5,40.5,FILLED,,2868412.5,4503.407625,315.23853375,4818.64615875,17706.25,,2023-03-30,2023,2023-03,0.25,61.72839506172839,4818.64615875,22524.89615875,25-50,Q4,NORMAL_STRATEGY
A,2023-03-29 00:00:00,2023-03-30 00:00:00,BDMS,BUY,62669,LIMIT,IOC,29.75,29.75,FILLED,,1864402.75,2927.1123175,204.897862225,3132.010179725,15667.25,,2023-03-30,2023,2023-03,0.25,84.03361344537815,3132.010179725,18799.260179725,25-50,Q4,NORMAL_STRATEGY
A,2023-04-03 00:00:00,2023-04-04 00:00:00,BGRIM,SELL,12201,LIMIT,IOC,39.25,39.25,FILLED,,478889.25,751.8561225,52.629928575,804.486051075,3050.25,,2023-04-04,2023,2023-04,0.25,63.69426751592357,804.486051075,3854.736051075,25-50,Q3,NORMAL_STRATEGY
A,2023-04-03 00:00:00,2023-04-04 00:00:00,CENTEL,SELL,59012,LIMIT,IOC,56.0,56.0,FILLED,,3304672.0,5188.33504,363.1834528,5551.5184928,14753.0,,2023-04-04,2023,2023-04,0.25,44.64285714285714,5551.5184928,20304.5184928,50-100,Q4,NORMAL_STRATEGY
A,2023-04-03 00:00:00,2023-04-04 00:00:00,BDMS,SELL,18947,LIMIT,IOC,29.75,29.75,FILLED,,563673.25,884.9670025,61.947690175,946.914692675,4736.75,,2023-04-04,2023,2023-04,0.25,84.03361344537815,946.9146926750001,5683.664692675,25-50,Q3,NORMAL_STRATEGY
A,2023-04-03 00:00:00,2023-04-04 00:00:00,MTC,BUY,37788,LIMIT,IOC,35.0,35.0,FILLED,,1322580.0,2076.4506,145.351542,2221.802142,9447.0,,2023-04-04,2023,2023-04,0.25,71.42857142857143,2221.802142,11668.802142,25-50,Q4,NORMAL_STRATEGY
A,2023-04-07 00:00:00,2023-04-10 00:00:00,CENTEL,SELL,23408,LIMIT,IOC,55.0,55.0,FILLED,,1287440.0,2021.2808,141.489656,2162.770456,5852.0,,2023-04-10,2023,2023-04,0.25,45.45454545454545,2162.770456,8014.770456,50-100,Q4,NORMAL_STRATEGY
A,2023-04-07 00:00:00,2023-04-10 00:00:00,BDMS,BUY,32899,LIMIT,IOC,30.25,30.25,FILLED,,995194.75,1562.4557575,109.371903025,1671.827660525,8224.75,,2023-04-10,2023,2023-04,0.25,82.64462809917356,1671.8276605249998,9896.577660525,25-50,Q4,NORMAL_STRATEGY
A,2023-04-07 00:00:00,2023-04-10 00:00:00,LH,BUY,235309,LIMIT,IOC,9.850000190734864,9.850000190734864,FILLED,,2317793.6948816297,3638.9361009641593,254.72552706749113,3893.66162803165,11765.45,,2023-04-10,2023,2023-04,0.05,50.761420336855586,3893.6616280316503,15659.111628031651,5-10,Q4,NORMAL_STRATEGY
A,2023-04-07 00:00:00,2023-04-10 00:00:00,MTC,BUY,29884,LIMIT,IOC,34.25,34.25,FILLED,,1023527.0,1606.93739,112.4856173,1719.4230073,7471.0,,2023-04-10,2023,2023-04,0.25,72.99270072992701,1719.4230073,9190.4230073,25-50,Q4,NORMAL_STRATEGY
A,2023-04-12 00:00:00,2023-04-17 00:00:00,BDMS,SELL,32085,LIMIT,IOC,29.75,29.75,FILLED,,954528.75,1498.6101375,104.902709625,1603.512847125,8021.25,,2023-04-17,2023,2023-04,0.25,84.03361344537815,1603.512847125,9624.762847125,25-50,Q4,NORMAL_STRATEGY
A,2023-04-12 00:00:00,2023-04-17 00:00:00,MTC,SELL,31013,LIMIT,IOC,36.25,36.25,FILLED,,1124221.25,1765.0273625,123.551915375,1888.579277875,7753.25,,2023-04-17,2023,2023-04,0.25,68.9655172413793,1888.579277875,9641.829277875,25-50,Q4,NORMAL_STRATEGY
A,2023-04-12 00:00:00,2023-04-17 00:00:00,BGRIM,BUY,199,LIMIT,IOC,40.25,40.25,FILLED,,8009.75,12.5753075,0.880271525,13.455579025,49.75,,2023-04-17,2023,2023-04,0.25,62.11180124223602,13.455579024999999,63.205579025,25-50,Q1,NORMAL_STRATEGY
A,2023-04-12 00:00:00,2023-04-17 00:00:00,KTB,BUY,77875,LIMIT,IOC,17.30000076293945,17.30000076293945,FILLED,,1347237.55941391,2115.1629682798384,148.06140777958868,2263.2243760594274,7787.5,,2023-04-17,2023,2023-04,0.1,57.80346565892806,2263.224376059427,10050.724376059427,10-25,Q4,NORMAL_STRATEGY
A,2023-04-12 00:00:00,2023-04-17 00:00:00,RATCH,BUY,34107,LIMIT,IOC,39.5,39.5,FILLED,,1347226.5,2115.145605,148.06019235,2263.20579735,8526.75,,2023-04-17,2023,2023-04,0.25,63.291139240506325,2263.20579735,10789.95579735,25-50,Q4,NORMAL_STRATEGY
A,2023-04-19 00:00:00,2023-04-20 00:00:00,BGRIM,SELL,33471,LIMIT,IOC,39.0,39.0,FILLED,,1305369.0,2049.42933,143.4600531,2192.8893831,8367.75,,2023-04-20,2023,2023-04,0.25,64.1025641025641,2192.8893831,10560.6393831,25-50,Q4,NORMAL_STRATEGY
A,2023-04-19 00:00:00,2023-04-20 00:00:00,BDMS,SELL,44536,LIMIT,IOC,29.5,29.5,FILLED,,1313812.0,2062.68484,144.3879388,2207.0727788,11134.0,,2023-04-20,2023,2023-04,0.25,84.7457627118644,2207.0727788,13341.0727788,25-50,Q4,NORMAL_STRATEGY
A,2023-04-19 00:00:00,2023-04-20 00:00:00,LH,BUY,77652,LIMIT,IOC,9.8,9.8,FILLED,,760989.6,1194.753672,83.63275704,1278.38642904,3882.6,,2023-04-20,2023,2023-04,0.049999999999999996,51.02040816326531,1278.3864290400002,5160.98642904,5-10,Q4,NORMAL_STRATEGY
A,2023-04-19 00:00:00,2023-04-20 00:00:00,RATCH,BUY,45042,LIMIT,IOC,38.75,38.75,FILLED,,1745377.5,2740.242675,191.81698725,2932.05966225,11260.5,,2023-04-20,2023,2023-04,0.25,64.51612903225806,2932.0596622499997,14192.55966225,25-50,Q4,NORMAL_STRATEGY
A,2023-04-24 00:00:00,2023-04-25 00:00:00,LH,SELL,3440,LIMIT,IOC,9.7,9.7,FILLED,,33368.0,52.38776,3.6671432,56.0549032,172.0,,2023-04-25,2023,2023-04,0.05,51.54639175257732,56.0549032,228.0549032,5-10,Q1,NORMAL_STRATEGY
A,2023-04-24 00:00:00,2023-04-25 00:00:00,RATCH,SELL,79149,LIMIT,IOC,38.0,38.0,FILLED,,3007662.0,4722.02934,330.5420538,5052.5713938,19787.25,,2023-04-25,2023,2023-04,0.25,65.78947368421052,5052.5713938,24839.8213938,25-50,Q4,NORMAL_STRATEGY
A,2023-04-24 00:00:00,2023-04-25 00:00:00,KTB,BUY,90642,LIMIT,IOC,17.99999961853027,17.99999961853027,FILLED,,1631555.965422821,2561.5428657138286,179.308000599968,2740.850866313797,9064.2,,2023-04-25,2023,2023-04,0.1,55.55555673293129,2740.850866313797,11805.050866313797,10-25,Q4,NORMAL_STRATEGY
A,2023-04-24 00:00:00,2023-04-25 00:00:00,MTC,BUY,48188,LIMIT,IOC,35.75,35.75,FILLED,,1722721.0,2704.67197,189.3270379,2893.9990079,12047.0,,2023-04-25,2023,2023-04,0.25,69.93006993006993,2893.9990079,14940.9990079,25-50,Q4,NORMAL_STRATEGY
A,2023-04-27 00:00:00,2023-04-28 00:00:00,MTC,SELL,84847,LIMIT,IOC,33.75,33.75,FILLED,,2863586.25,4495.8304125,314.708128875,4810.538541375,21211.75,,2023-04-28,2023,2023-04,0.25,74.07407407407408,4810.538541375,26022.288541375,25-50,Q4,NORMAL_STRATEGY
A,2023-04-27 00:00:00,2023-04-28 00:00:00,LH,SELL,309521,LIMIT,IOC,9.750000190734864,9.750000190734864,FILLED,,3017829.8090364453,4737.9928001872195,331.65949601310535,5069.652296200325,15476.05,,2023-04-28,2023,2023-04,0.049999999999999996,51.282050278843606,5069.652296200325,20545.702296200325,5-10,Q4,NORMAL_STRATEGY
A,2023-05-03 00:00:00,2023-05-08 00:00:00,KTB,BUY,75886,LIMIT,IOC,18.6,18.6,FILLED,,1411479.6,2216.022972,155.12160804,2371.14458004,7588.6,,2023-05-08,2023,2023-05,0.1,53.76344086021505,2371.14458004,9959.74458004,10-25,Q4,NORMAL_STRATEGY
A,2023-05-03 00:00:00,2023-05-08 00:00:00,MTC,BUY,125404,LIMIT,IOC,36.25,36.25,FILLED,,4545895.0,7137.05515,499.5938605,7636.6490105,31351.0,,2023-05-08,2023,2023-05,0.25,68.9655172413793,7636.6490105,38987.6490105,25-50,Q4,NORMAL_STRATEGY
A,2023-05-10 00:00:00,2023-05-11 00:00:00,KTB,SELL,159957,LIMIT,IOC,18.50000038146973,18.50000038146973,FILLED,,2959204.561018753,4645.951160799442,325.21658125596093,4971.167742055403,15995.7,,2023-05-11,2023,2023-05,0.1,54.054052939460284,4971.167742055402,20966.8677420554,10-25,Q4,NORMAL_STRATEGY
A,2023-05-10 00:00:00,2023-05-11 00:00:00,MTC,SELL,85677,LIMIT,IOC,39.25,39.25,FILLED,,3362822.25,5279.6309325,369.574165275,5649.205097775,21419.25,,2023-05-11,2023,2023-05,0.25,63.69426751592357,5649.2050977750005,27068.455097775,25-50,Q4,NORMAL_STRATEGY
A,2023-05-10 00:00:00,2023-05-11 00:00:00,BGRIM,BUY,39233,LIMIT,IOC,40.25,40.25,FILLED,,1579128.25,2479.2313525,173.546194675,2652.777547175,9808.25,,2023-05-11,2023,2023-05,0.25,62.11180124223602,2652.777547175,12461.027547175,25-50,Q4,NORMAL_STRATEGY
A,2023-05-10 00:00:00,2023-05-11 00:00:00,RATCH,BUY,40491,LIMIT,IOC,39.0,39.0,FILLED,,1579149.0,2479.26393,173.5484751,2652.8124051,10122.75,,2023-05-11,2023,2023-05,0.25,64.1025641025641,2652.8124051,12775.5624051,25-50,Q4,NORMAL_STRATEGY
A,2023-05-15 00:00:00,2023-05-16 00:00:00,KTB,SELL,2404,LIMIT,IOC,18.60000076293945,18.60000076293945,FILLED,,44714.40183410645,70.20161087954712,4.914112761568298,75.11572364111541,240.4,,2023-05-16,2023,2023-05,0.1,53.76343865493287,75.11572364111541,315.5157236411154,10-25,Q1,NORMAL_STRATEGY
A,2023-05-15 00:00:00,2023-05-16 00:00:00,RATCH,SELL,40491,LIMIT,IOC,37.0,37.0,FILLED,,1498167.0,2352.12219,164.6485533,2516.7707433,10122.75,,2023-05-16,2023,2023-05,0.25,67.56756756756756,2516.7707433,12639.5207433,25-50,Q4,NORMAL_STRATEGY
A,2023-05-15 00:00:00,2023-05-16 00:00:00,COM7,BUY,55581,LIMIT,IOC,27.75,27.75,FILLED,,1542372.75,2421.5252175,169.506765225,2591.031982725,13895.25,,2023-05-16,2023,2023-05,0.25,90.09009009009009,2591.031982725,16486.281982725,25-50,Q4,NORMAL_STRATEGY
A,2023-05-15 00:00:00,2023-05-16 00:00:00,HMPRO,BUY,105643,LIMIT,IOC,14.6,14.6,FILLED,,1542387.8,2421.548846,169.50841922,2591.05726522,10564.3,,2023-05-16,2023,2023-05,0.09999999999999999,68.4931506849315,2591.0572652200003,13155.35726522,10-25,Q4,NORMAL_STRATEGY
A,2023-05-15 00:00:00,2023-05-16 00:00:00,MTC,BUY,76,LIMIT,IOC,38.75,38.75,FILLED,,2945.0,4.62365,0.3236555,4.9473055,19.0,,2023-05-16,2023,2023-05,0.25,64.51612903225806,4.9473055,23.9473055,25-50,Q1,NORMAL_STRATEGY
A,2023-05-15 00:00:00,2023-05-16 00:00:00,OSP,BUY,50159,LIMIT,IOC,30.75,30.75,FILLED,,1542389.25,2421.5511225,169.508578575,2591.059701075,12539.75,,2023-05-16,2023,2023-05,0.25,81.30081300813009,2591.059701075,15130.809701074999,25-50,Q4,NORMAL_STRATEGY
A,2023-05-18 00:00:00,2023-05-19 00:00:00,BGRIM,SELL,39233,LIMIT,IOC,37.5,37.5,FILLED,,1471237.5,2309.842875,161.68900125,2471.53187625,9808.25,,2023-05-19,2023,2023-05,0.25,66.66666666666667,2471.5318762499996,12279.78187625,25-50,Q4,NORMAL_STRATEGY
A,2023-05-18 00:00:00,2023-05-19 00:00:00,COM7,SELL,55581,LIMIT,IOC,27.5,27.5,FILLED,,1528477.5,2399.709675,167.97967725,2567.68935225,13895.25,,2023-05-19,2023,2023-05,0.25,90.9090909090909,2567.68935225,16462.93935225,25-50,Q4,NORMAL_STRATEGY
A,2023-05-18 00:00:00,2023-05-19 00:00:00,HMPRO,SELL,105643,LIMIT,IOC,14.000000381469729,14.000000381469729,FILLED,,1479002.0402996065,2322.033203270382,162.54232422892676,2484.575527499309,10564.3,,2023-05-19,2023,2023-05,0.09999999999999999,71.42856948229736,2484.5755274993085,13048.875527499307,10-25,Q4,NORMAL_STRATEGY
A,2023-05-18 00:00:00,2023-05-19 00:00:00,GLOBAL,BUY,135137,LIMIT,IOC,16.88571319580078,16.88571319580078,FILLED,,2281884.62414093,3582.55885990126,250.7791201930882,3833.337980094348,13513.7,,2023-05-19,2023,2023-05,0.1,59.221662028979914,3833.337980094348,17347.03798009435,10-25,Q4,NORMAL_STRATEGY
A,2023-05-18 00:00:00,2023-05-19 00:00:00,MTC,BUY,18707,LIMIT,IOC,39.0,39.0,FILLED,,729573.0,1145.42961,80.1800727,1225.6096827,4676.75,,2023-05-19,2023,2023-05,0.25,64.1025641025641,1225.6096827,5902.3596827,25-50,Q4,NORMAL_STRATEGY
A,2023-05-23 00:00:00,2023-05-24 00:00:00,KTB,SELL,2846,LIMIT,IOC,19.10000076293945,19.10000076293945,FILLED,,54358.60217132568,85.34300540898131,5.974010378628693,91.31701578761,284.6,,2023-05-24,2023,2023-05,0.1,52.35601885107476,91.31701578761,375.91701578761,10-25,Q2,NORMAL_STRATEGY
A,2023-05-23 00:00:00,2023-05-24 00:00:00,MTC,SELL,20298,LIMIT,IOC,39.5,39.5,FILLED,,801771.0,1258.78047,88.1146329,1346.8951029,5074.5,,2023-05-24,2023,2023-05,0.25,63.291139240506325,1346.8951029,6421.3951029,25-50,Q4,NORMAL_STRATEGY
A,2023-05-23 00:00:00,2023-05-24 00:00:00,OSP,SELL,45,LIMIT,IOC,30.0,30.0,FILLED,,1350.0,2.1195,0.148365,2.267865,11.25,,2023-05-24,2023,2023-05,0.25,83.33333333333333,2.267865,13.517865,25-50,Q1,NORMAL_STRATEGY
A,2023-05-23 00:00:00,2023-05-24 00:00:00,GLOBAL,SELL,46031,LIMIT,IOC,16.953571701049803,16.953571701049803,FILLED,,780389.8589710235,1225.212078584507,85.76484550091548,1310.9769240854223,4603.1,,2023-05-24,2023,2023-05,0.1,58.98462091843915,1310.9769240854225,5914.076924085422,10-25,Q4,NORMAL_STRATEGY
A,2023-05-23 00:00:00,2023-05-24 00:00:00,IVL,BUY,45288,LIMIT,IOC,33.75,33.75,FILLED,,1528470.0,2399.6979,167.978853,2567.676753,11322.0,,2023-05-24,2023,2023-05,0.25,74.07407407407408,2567.676753,13889.676753,25-50,Q4,NORMAL_STRATEGY
A,2023-05-26 00:00:00,2023-05-29 00:00:00,OSP,SELL,50114,LIMIT,IOC,29.0,29.0,FILLED,,1453306.0,2281.69042,159.7183294,2441.4087494,12528.5,,2023-05-29,2023,2023-05,0.25,86.20689655172414,2441.4087494,14969.9087494,25-50,Q4,NORMAL_STRATEGY
A,2023-05-26 00:00:00,2023-05-29 00:00:00,IVL,SELL,45288,LIMIT,IOC,32.25,32.25,FILLED,,1460538.0,2293.04466,160.5131262,2453.5577862,11322.0,,2023-05-29,2023,2023-05,0.25,77.51937984496124,2453.5577862,13775.5577862,25-50,Q4,NORMAL_STRATEGY
A,2023-05-26 00:00:00,2023-05-29 00:00:00,COM7,BUY,80815,LIMIT,IOC,28.0,28.0,FILLED,,2262820.0,3552.6274,248.683918,3801.311318,20203.75,,2023-05-29,2023,2023-05,0.25,89.28571428571428,3801.311318,24005.061318,25-50,Q4,NORMAL_STRATEGY
A,2023-05-26 00:00:00,2023-05-29 00:00:00,GLOBAL,BUY,48541,LIMIT,IOC,16.439284896850587,16.439284896850587,FILLED,,797979.3281780243,1252.827545239498,87.69792816676487,1340.525473406263,4854.1,,2023-05-29,2023,2023-05,0.1,60.829896572421994,1340.5254734062628,6194.625473406263,10-25,Q4,NORMAL_STRATEGY
A,2023-05-26 00:00:00,2023-05-29 00:00:00,MTC,BUY,16978,LIMIT,IOC,41.0,41.0,FILLED,,696098.0,1092.87386,76.5011702,1169.3750302,4244.5,,2023-05-29,2023,2023-05,0.25,60.97560975609756,1169.3750301999999,5413.8750302,25-50,Q4,NORMAL_STRATEGY
A,2023-05-31 00:00:00,2023-06-01 00:00:00,MTC,SELL,303,LIMIT,IOC,41.0,41.0,FILLED,,12423.0,19.50411,1.3652877,20.8693977,75.75,,2023-06-01,2023,2023-06,0.25,60.97560975609756,20.8693977,96.61939770000001,25-50,Q1,NORMAL_STRATEGY
A,2023-05-31 00:00:00,2023-06-01 00:00:00,GLOBAL,SELL,2033,LIMIT,IOC,16.596428298950197,16.596428298950197,FILLED,,33740.538731765744,52.97264580887222,3.708085206621056,56.68073101549328,203.3,,2023-06-01,2023,2023-06,0.1,60.2539282541446,56.68073101549328,259.9807310154933,10-25,Q1,NORMAL_STRATEGY
A,2023-05-31 00:00:00,2023-06-01 00:00:00,COM7,SELL,2941,LIMIT,IOC,28.75,28.75,FILLED,,84553.75,132.7493875,9.292457125,142.041844625,735.25,,2023-06-01,2023,2023-06,0.25,86.95652173913044,142.041844625,877.2918446250001,25-50,Q2,NORMAL_STRATEGY
A,2023-05-31 00:00:00,2023-06-01 00:00:00,KTB,BUY,40062,LIMIT,IOC,19.1,19.1,FILLED,,765184.2,1201.339194,84.09374358,1285.43293758,4006.2,,2023-06-01,2023,2023-06,0.09999999999999999,52.35602094240838,1285.4329375799998,5291.63293758,10-25,Q4,NORMAL_STRATEGY
A,2023-06-06 00:00:00,2023-06-07 00:00:00,GLOBAL,SELL,135614,LIMIT,IOC,15.257142448425292,15.257142448425292,FILLED,,2069082.1160007475,3248.458922121173,227.39212454848212,3475.8510466696557,13561.4,,2023-06-07,2023,2023-06,0.09999999999999999,65.54307291685615,3475.8510466696553,17037.251046669655,10-25,Q4,NORMAL_STRATEGY
A,2023-06-06 00:00:00,2023-06-07 00:00:00,COM7,BUY,24666,LIMIT,IOC,28.75,28.75,FILLED,,709147.5,1113.361575,77.93531025,1191.29688525,6166.5,,2023-06-07,2023,2023-06,0.25,86.95652173913044,1191.2968852499998,7357.79688525,25-50,Q4,NORMAL_STRATEGY
A,2023-06-09 00:00:00,2023-06-12 00:00:00,COM7,BUY,1574,LIMIT,IOC,28.75,28.75,FILLED,,45252.5,71.046425,4.97324975,76.01967475,393.5,,2023-06-12,2023,2023-06,0.25,86.95652173913044,76.01967475,469.51967475,25-50,Q1,NORMAL_STRATEGY
A,2023-06-09 00:00:00,2023-06-12 00:00:00,MTC,BUY,17677,LIMIT,IOC,41.25,41.25,FILLED,,729176.25,1144.8067125,80.136469875,1224.943182375,4419.25,,2023-06-12,2023,2023-06,0.25,60.60606060606061,1224.943182375,5644.193182375,25-50,Q4,NORMAL_STRATEGY
A,2023-06-14 00:00:00,2023-06-15 00:00:00,KTB,SELL,44853,LIMIT,IOC,19.4,19.4,FILLED,,870148.2,1366.132674,95.62928718,1461.76196118,4485.3,,2023-06-15,2023,2023-06,0.1,51.54639175257733,1461.76196118,5947.06196118,10-25,Q4,NORMAL_STRATEGY
A,2023-06-14 00:00:00,2023-06-15 00:00:00,MTC,SELL,36995,LIMIT,IOC,40.5,40.5,FILLED,,1498297.5,2352.327075,164.66289525,2516.98997025,9248.75,,2023-06-15,2023,2023-06,0.25,61.72839506172839,2516.98997025,11765.73997025,25-50,Q4,NORMAL_STRATEGY
A,2023-06-14 00:00:00,2023-06-15 00:00:00,COM7,SELL,52492,LIMIT,IOC,27.75,27.75,FILLED,,1456653.0,2286.94521,160.0861647,2447.0313747,13123.0,,2023-06-15,2023,2023-06,0.25,90.09009009009009,2447.0313747,15570.0313747,25-50,Q4,NORMAL_STRATEGY
