date,equity,positions,cash
2023-03-09,9974203.058714999498008481856,2,7841193.808714999498008481856
2023-03-10,9957575.804736778490898254189,3,6841194.304736778490898254189
2023-03-13,9907200.249019310221924254189,3,6841194.304736778490898254189
2023-03-14,9791426.776741658490898254189,2,7791484.026741658490898254189
2023-03-15,9807210.558483358490898254189,1,8792816.058483358490898254189
2023-03-16,9782024.552458642904685661217,1,8789437.425215600930405661217
2023-03-17,9761558.806944726910549661217,1,8789437.425215600930405661217
2023-03-20,9746209.552458642904685661217,1,8789437.425215600930405661217
2023-03-21,9746209.552458642904685661217,1,8789437.425215600930405661217
2023-03-22,9738881.497461047318473068245,0,9738881.497461047318473068245
2023-03-23,9738881.497461047318473068245,0,9738881.497461047318473068245
2023-03-24,9729281.456650847318473068245,1,8738906.456650847318473068245
2023-03-27,9723399.854031697318473068245,3,6738943.854031697318473068245
2023-03-28,9718272.354031697318473068245,3,6738943.854031697318473068245
2023-03-29,9699884.354031697318473068245,3,6738943.854031697318473068245
2023-03-30,9633785.519578622612106298898,6,3739003.732710527194793298898
2023-03-31,9635625.306446717891721298898,6,3739003.732710527194793298898
2023-04-03,9651125.064875017891721298898,5,4696076.241138827194793298898
2023-04-04,9601889.651701231777480298898,6,3696094.188569327194793298898
2023-04-05,9568038.512305517891721298898,6,3696094.188569327194793298898
2023-04-07,9573366.762305517891721298898,6,3696094.188569327194793298898
2023-04-10,9634053.762305517891721298898,6,3696094.188569327194793298898
2023-04-11,9663956.258907347319061858696,6,3645072.534438162608630858696
2023-04-12,9630219.736232787063573858696,6,3645072.534438162608630858696
2023-04-17,9653607.456308109620278571938,8,1645121.106533748947185571938
2023-04-18,9564397.148765308567060571938,8,1645121.106533748947185571938
2023-04-19,9471331.264019581586603341285,7,2607387.900662037677009341285
2023-04-20,9474178.848853247511785341285,5,4487622.479521887677009341285
2023-04-21,9502478.043154731586603341285,4,5459140.679797187677009341285
2023-04-24,9462425.466845947511785341285,3,6417901.347514587677009341285
2023-04-25,9423767.228183227842233341285,3,6417901.347514587677009341285
2023-04-26,9441736.219527679743271341285,3,6417901.347514587677009341285
2023-04-27,9396655.516904922511785341285,2,7364697.897573562677009341285
2023-04-28,9389927.869930647760398901083,1,8351219.869930647760398901083
2023-05-02,9395698.491943739826660901083,1,8351219.869930647760398901083
2023-05-03,9407239.625904463685580901083,1,8351219.869930647760398901083
2023-05-08,9424551.491943739826660901083,1,8351219.869930647760398901083
2023-05-09,9428645.074826531835216901083,2,7351245.830800347760398901083
2023-05-10,9494203.512448429006053131736,4,5351259.214171527636719131736
2023-05-11,9471915.677985513979214131736,5,4351261.385143602636719131736
2023-05-12,9437263.598438986711537131736,6,3351292.354412802636719131736
2023-05-15,9258919.028766218561901131736,8,1351342.272792402636719131736
2023-05-16,9276253.278766218561901131736,8,1351342.272792402636719131736
2023-05-17,9214439.126529302864973131736,5,4199741.944291677636719131736
2023-05-18,9261041.327290116293201742868,6,3199754.657000122915311742868
2023-05-19,9249741.247881595719953512215,4,5123673.253855411645135512215
2023-05-22,9271667.592810337201891512215,4,5123673.253855411645135512215
2023-05-23,9321045.297800724113977512215,4,5123673.253855411645135512215
2023-05-24,9284247.573824588807273512215,4,5123673.253855411645135512215
2023-05-25,9288840.335772220657637512215,4,5123673.253855411645135512215
2023-05-26,9253901.430644848588281512215,3,6049107.001674511645135512215
2023-05-29,9269862.776300637201891512215,4,5049117.937345711645135512215
2023-05-30,9284616.969343392263613512215,4,5049117.937345711645135512215
2023-05-31,9317524.706331459916965512215,4,5049117.937345711645135512215
2023-06-01,9293360.040373055439567512215,4,5049117.937345711645135512215
2023-06-02,9308006.456331459916965512215,4,5049117.937345711645135512215
2023-06-06,9245143.429639131148343445060,3,6022548.173665315223161445060
2023-06-07,9224688.795678407289423445060,3,6022548.173665315223161445060
2023-06-08,9271149.801652223387723445060,3,6022548.173665315223161445060
2023-06-09,9276920.423665315223161445060,3,6022548.173665315223161445060
2023-06-12,9278869.679639131148343445060,3,6022548.173665315223161445060
2023-06-13,9300299.051652223387723445060,3,6022548.173665315223161445060
2023-06-14,9281497.423665315223161445060,3,6022548.173665315223161445060
2023-06-15,9172106.481863748387723445060,4,5022555.853876840223161445060
2023-06-16,9127170.224705099297979445060,6,3022580.980678915223161445060
2023-06-19,9089756.920896381148343445060,5,4056486.914922565223161445060
2023-06-20,9114881.130875565223161445060,5,4020143.380875565223161445060
2023-06-21,9060246.752888657289423445060,5,4020143.380875565223161445060
2023-06-22,9002396.763299948387723445060,5,4000361.635313040223161445060
2023-06-23,8980421.814453723387723445060,3,5902897.936466815223161445060
2023-06-26,8979640.149856365223161445060,4,4902925.399856365223161445060
2023-06-27,8881469.586097381148343445060,3,5873564.080123565223161445060
2023-06-28,8872340.580123565223161445060,3,5873564.080123565223161445060
2023-06-29,8840543.741880683180697797356,0,8840543.741880683180697797356
2023-06-30,8840543.741880683180697797356,0,8840543.741880683180697797356
2023-07-03,8840543.741880683180697797356,0,8840543.741880683180697797356
2023-07-04,8844269.916013512675708797356,2,6840575.329518113180697797356
2023-07-05,8835512.585058939332281797356,3,5840582.008049738180697797356
2023-07-06,8793209.181040537029113797356,3,5840582.008049738180697797356
2023-07-07,8771660.921554338685686797356,3,5840582.008049738180697797356
2023-07-10,8774062.865690849786128343318,1,7769305.865690849786128343318
2023-07-11,8774062.865690849786128343318,1,7769305.865690849786128343318
2023-07-12,8774062.865690849786128343318,1,7769305.865690849786128343318
2023-07-13,8786944.365690849786128343318,1,7769305.865690849786128343318
2023-07-14,8812707.365690849786128343318,1,7769305.865690849786128343318
2023-07-17,8759504.311925454869432772503,2,6769311.573262735149204772503
2023-07-18,8792005.258019315428976772503,4,4769364.496682035149204772503
2023-07-19,8811762.366013395034656772503,4,4769364.496682035149204772503
2023-07-20,8720800.217209115428976772503,5,3769389.455871835149204772503
2023-07-21,8740734.342215950198038018214,7,1769430.131151611553323018214
2023-07-24,8739890.029079537425135018214,8,714665.963407616553323018214
2023-07-25,8751944.924471955198038018214,8,714665.963407616553323018214
2023-07-26,8700224.816477875795062018214,8,714665.963407616553323018214
2023-07-27,8807486.559767908022159018214,7,1631547.602090066553323018214
2023-07-31,8850731.119216966048334018214,8,631555.532721566553323018214
2023-08-02,8770461.071657227908608018214,8,631555.532721566553323018214
2023-08-03,8685330.055082368399163018214,8,631555.532721566553323018214
2023-08-04,8656798.146224287405900340003,8,584470.4067147050487753400026
2023-08-07,8690378.791086491548046008982,7,1552842.015348729175376008982
2023-08-08,8596339.001181729310936254693,7,1537757.921486027730520254693
2023-08-09,8705509.530640728838829254693,7,1537757.921486027730520254693
2023-08-10,8729246.757966168279285254693,7,1537757.921486027730520254693
2023-08-11,8688126.819266308444509254693,8,537765.852117527730520254693
2023-08-15,8554349.242556754285502254693,7,1512473.648131552730520254693
2023-08-16,8465227.626617613876309254693,7,1512473.648131552730520254693
2023-08-17,8527918.848699933132015265710,5,3382386.991821652513150265710
2023-08-18,8540620.687456494436252265710,5,3382386.991821652513150265710
2023-08-21,8644439.044334774988610265710,5,3382386.991821652513150265710
2023-08-22,8708300.973699933132015265710,5,3382386.991821652513150265710
2023-08-23,8685697.294334774988610265710,5,3382386.991821652513150265710
2023-08-24,8691064.544334774988610265710,5,3382386.991821652513150265710
2023-08-25,8696362.319942008132015265710,4,4491541.338063727513150265710
2023-08-28,8666962.551820288750880265710,4,4491541.338063727513150265710
2023-08-29,8753061.890576849988610265710,4,4491541.338063727513150265710
2023-08-30,8820305.954607849988610265710,5,3491554.277094727513150265710
2023-08-31,8753832.954607849988610265710,5,3491554.277094727513150265710
2023-09-01,8720162.597729569436252265710,5,3491554.277094727513150265710
2023-09-04,8649349.874770719436252265710,6,2436987.804135877513150265710
2023-09-05,8637164.642892438750880265710,6,2436987.804135877513150265710
2023-09-06,8583912.642892438750880265710,6,2436987.804135877513150265710
2023-09-07,8585651.290520155740489265710,5,3408282.131128752513150265710
2023-09-08,8612852.197568704087881158881,6,2408288.303880502276839158881
2023-09-11,8624032.658340264930866158881,6,2408288.303880502276839158881
2023-09-12,8559412.166125968841986265710,4,4389112.113612846366526265710
2023-09-13,8482022.211430267195063265710,4,4389112.113612846366526265710
2023-09-14,8496964.026439698709813406404,4,4443630.276439698709813406404
2023-09-15,8496700.958164098709813406404,3,5518265.958164098709813406404
2023-09-18,8457522.208164098709813406404,3,5518265.958164098709813406404
2023-09-19,8445103.456511648709813406404,2,6508475.206511648709813406404
2023-09-20,8437441.406935298709813406404,1,7444336.906935298709813406404
2023-09-21,8432241.906935298709813406404,1,7444336.906935298709813406404
2023-09-22,8437441.406935298709813406404,1,7444336.906935298709813406404
2023-09-25,8421842.906935298709813406404,1,7444336.906935298709813406404
2023-09-26,8424325.329167298709813406404,2,6444339.829167298709813406404
2023-09-27,8417045.829167298709813406404,2,6444339.829167298709813406404
2023-09-28,8358810.829167298709813406404,2,6444339.829167298709813406404
2023-09-29,8374885.623551648709813406404,1,7397379.623551648709813406404
2023-10-02,8368052.745862298709813406404,0,8368052.745862298709813406404
2023-10-03,8368052.745862298709813406404,0,8368052.745862298709813406404
2023-10-04,8368052.745862298709813406404,0,8368052.745862298709813406404
2023-10-05,8368052.745862298709813406404,0,8368052.745862298709813406404
2023-10-06,8368052.745862298709813406404,0,8368052.745862298709813406404
2023-10-09,8368052.745862298709813406404,0,8368052.745862298709813406404
2023-10-10,8368052.745862298709813406404,0,8368052.745862298709813406404
2023-10-11,8368052.745862298709813406404,0,8368052.745862298709813406404
2023-10-12,8366375.729410648709813406404,1,7368092.229410648709813406404
2023-10-16,8341694.674741273709813406404,2,6368108.924741273709813406404
2023-10-17,8351727.674741273709813406404,2,6368108.924741273709813406404
2023-10-18,8385322.151486449424092945952,3,5368120.021218352315990945952
2023-10-19,8351089.781754546170112945952,3,5368120.021218352315990945952
2023-10-20,8320834.760682158461868945952,3,5368120.021218352315990945952
2023-10-24,8280555.270088296170112945952,2,6319856.009552102315990945952
2023-10-25,8294577.514219308461868945952,1,7301438.274755502315990945952
2023-10-26,8262256.583975199424092945952,2,6301445.203707102315990945952
2023-10-27,8259866.203707102315990945952,2,6301445.203707102315990945952
2023-10-30,8253051.297517242315990945952,1,7277424.297517242315990945952
2023-10-31,8230133.477728767315990945952,2,6277431.977728767315990945952
2023-11-01,8256049.914239917315990945952,3,5277443.414239917315990945952
2023-11-02,8353473.664239917315990945952,3,5277443.414239917315990945952
2023-11-03,8411321.414239917315990945952,3,5277443.414239917315990945952
2023-11-06,8409147.914239917315990945952,3,5277443.414239917315990945952
2023-11-07,8354233.288942117315990945952,5,3277467.288942117315990945952
2023-11-08,8355683.538942117315990945952,5,3277467.288942117315990945952
2023-11-09,8392496.038942117315990945952,5,3277467.288942117315990945952
2023-11-10,8347621.478363128663834147600,7,1277503.023192497232144147600
2023-11-13,8336931.106306335028619147600,6,2226232.320965072232144147600
2023-11-14,8261207.767827460688474147600,5,3157850.661803672232144147600
2023-11-15,8449109.536803672232144147600,5,3157850.661803672232144147600
2023-11-16,8440688.107486197825094147600,5,3157850.661803672232144147600
2023-11-17,8442789.028113709721542688313,6,2157850.963904725383201688313
2023-11-20,8487462.456903933827607688313,8,157885.105825900383201688313
2023-11-21,8582709.412074565125487688313,8,157885.105825900383201688313
2023-11-22,8490743.964864253222947688313,8,157885.105825900383201688313
2023-11-23,8454865.993404794557346943941,6,2127145.762381006101016943941
2023-11-24,8286292.560324832354976943941,8,127173.643802806101016943941
2023-11-27,8314843.984902545080001943941,8,127173.643802806101016943941
2023-11-28,8413373.020243808010286943941,8,127173.643802806101016943941
2023-11-29,8448133.065073176578596943941,8,127173.643802806101016943941
2023-11-30,8315903.869390650985646943941,8,127173.643802806101016943941
2023-12-01,8344611.877535000026588542707,7,1075418.521511211570258542707
2023-12-04,8340877.913996613042680753940,6,2076591.926202690664360753940
2023-12-06,8387373.913996613042680753940,6,2076591.926202690664360753940
2023-12-07,8349807.663996613042680753940,6,2076591.926202690664360753940
2023-12-08,8338592.938408768286040753940,6,2076591.926202690664360753940
2023-12-12,8290823.609340663296244093708,5,3047681.859340663296244093708
2023-12-13,8187932.609340663296244093708,5,3047681.859340663296244093708
2023-12-14,8328565.081160663296244093708,4,4024238.581160663296244093708
2023-12-15,8408573.581160663296244093708,4,4024238.581160663296244093708
2023-12-18,8412617.807989413296244093708,5,3024274.057989413296244093708
2023-12-19,8390308.807989413296244093708,5,3024274.057989413296244093708
2023-12-20,8506195.657046335674564093708,7,1024289.919252413296244093708
2023-12-21,8424397.049854185674564093708,6,2009510.562060263296244093708
2023-12-22,8420140.049854185674564093708,6,2009510.562060263296244093708
2023-12-25,8461728.407040063296244093708,5,3083900.657040063296244093708
2023-12-26,8433758.181452218411614093708,5,3083900.657040063296244093708
2023-12-27,8386450.781322288296244093708,7,1083924.281322288296244093708
2023-12-28,8426747.414728546324397517470,8,83932.0956901552618465174701
2024-01-03,8597451.296865844903116517470,8,83932.0956901552618465174701
2024-01-04,8634203.071278000146476517470,8,83932.0956901552618465174701
2024-01-05,8501463.870102310377216517470,8,83932.0956901552618465174701
2024-01-08,8401817.345690155261846517470,8,83932.0956901552618465174701
2024-01-09,8346567.859744539929403846619,8,71256.7759947687765798466187
2024-01-10,8359910.077352038124717846619,8,71256.7759947687765798466187
2024-01-11,8271012.887708137086841846619,7,1058485.539683768776579846619
2024-01-12,8250846.968137476422626846619,6,2026810.862699243776579846619
2024-01-15,8165638.434017155598686001946,6,1981092.204733822708397001946
2024-01-16,8129631.440022442746114001946,6,1981092.204733822708397001946
2024-01-17,8013445.990603938058756341714,4,4151416.903377070340280341714
2024-01-18,7992529.463961143948643810141,2,6049760.529806633456192810141
2024-01-19,7995422.105704487786467541706,1,7015103.355704487786467541706
2024-01-22,7984796.626836987786467541706,0,7984796.626836987786467541706
2024-01-23,7984796.626836987786467541706,0,7984796.626836987786467541706
2024-01-24,7984796.626836987786467541706,0,7984796.626836987786467541706
2024-01-25,7984796.626836987786467541706,0,7984796.626836987786467541706
2024-01-26,7956379.062508187786467541706,1,6984807.562508187786467541706
2024-01-29,7956379.062508187786467541706,1,6984807.562508187786467541706
2024-01-30,7956379.062508187786467541706,1,6984807.562508187786467541706
2024-01-31,7945848.393333987786467541706,0,7945848.393333987786467541706
2024-02-01,7944171.334884837786467541706,1,6945862.834884837786467541706
2024-02-02,7948771.834884837786467541706,1,6945862.834884837786467541706
2024-02-05,7953372.334884837786467541706,1,6945862.834884837786467541706
2024-02-06,7976657.224706137786467541706,3,4945895.724706137786467541706
2024-02-07,7946305.724706137786467541706,3,4945895.724706137786467541706
2024-02-08,7942225.224706137786467541706,3,4945895.724706137786467541706
2024-02-09,7947269.724706137786467541706,3,4945895.724706137786467541706
2024-02-12,7946229.724706137786467541706,3,4945895.724706137786467541706
2024-02-13,7959663.224706137786467541706,3,4945895.724706137786467541706
2024-02-14,7952904.823508911883987541706,5,2945913.789664917786467541706
2024-02-15,8014298.712132998590066391201,6,1945935.978210040218097391201
2024-02-16,7964062.787446830476332391201,7,945960.186139915218097391201
2024-02-19,7984123.519904945288404391201,7,945960.186139915218097391201
2024-02-20,7923172.386443946729540391201,7,945960.186139915218097391201
2024-02-21,8082268.136443946729540391201,7,945960.186139915218097391201
2024-02-22,8133290.297227332325592466004,7,899272.9964613411103444660042
2024-02-23,7991608.179843375435091466004,7,899272.9964613411103444660042
2024-02-27,7930508.321835944269869466004,7,899272.9964613411103444660042
2024-02-28,7978620.097130934364676315499,6,1798014.026829878338272315499
2024-02-29,7974932.092980543670708315499,6,1798014.026829878338272315499
2024-03-01,7886544.466283003179792315499,6,1798014.026829878338272315499
2024-03-04,7918461.196738173667222713503,7,798027.1193913719297727135028
2024-03-05,7911715.281596163027486713503,6,1768421.211234071929772713503
2024-03-06,7943136.967997530179232713503,6,1768421.211234071929772713503
2024-03-07,7874552.405074875752104713503,5,2740596.705463211929772713503
2024-03-08,7933475.413856920179232713503,6,1740617.157093461929772713503
2024-03-11,7898409.689104167956176713503,7,740643.618803111929772713503
2024-03-12,7898409.689104167956176713503,7,740643.618803111929772713503
2024-03-13,7934287.192876903405660713503,7,740643.618803111929772713503
2024-03-14,8028711.329732982764844713503,7,740643.618803111929772713503
2024-03-15,8028711.329732982764844713503,7,740643.618803111929772713503
2024-03-18,7988589.252264110488636713503,7,740643.618803111929772713503
2024-03-19,7946746.633112041354072713503,7,740643.618803111929772713503
2024-03-20,7931877.502391680751155788306,6,1719161.805393084553283788306
2024-03-21,7969166.412907545052402284078,5,2692634.494990293296619284078
2024-03-22,7969166.412907545052402284078,5,2692634.494990293296619284078
2024-03-25,7846035.512306976440842284078,7,692702.443608093296619284078
2024-03-26,7824056.012306976440842284078,7,692702.443608093296619284078
2024-03-27,7878789.209519195603100284078,7,692702.443608093296619284078
2024-03-28,7843595.675062942691410284078,7,692702.443608093296619284078
2024-03-29,7810772.141617584236770284078,7,692702.443608093296619284078
2024-04-01,7847393.462874922939795725733,6,1670790.344867263054710725733
2024-04-02,7849805.644199867296044725733,5,2612026.501549263054710725733
2024-04-03,7845997.112013446824835725733,7,612044.215920078054710725733
2024-04-04,7798037.625520084923879037909,7,666470.9524267660001080379093
2024-04-05,7757132.125215862900443037909,7,666470.9524267660001080379093
2024-04-09,7854706.873740576171575037909,7,691435.925505541000108037909
2024-04-10,7939859.424350296594143037909,6,1766144.484597241000108037909
2024-04-11,7901265.270080601273422037909,6,1766144.484597241000108037909
2024-04-17,7823257.669850559125336037909,7,766179.961425991000108037909
2024-04-18,7792435.437492224749888500208,6,1719057.366221282106854500208
2024-04-19,7775934.437492224749888500208,6,1719057.366221282106854500208
2024-04-22,7642131.893281823006583500208,5,2709972.926039582106854500208
2024-04-23,7666568.796533470991754500208,5,2709972.926039582106854500208
2024-04-24,7664891.664491952330767358714,6,1709986.129756272668524358714
2024-04-25,7604129.966151280699422966323,2,5523881.466151280699422966323
2024-04-26,7584828.564384371476765966323,3,4523891.400142580699422966323
2024-04-29,7583705.318021685334185966323,3,4523891.400142580699422966323
2024-04-30,7602452.900142580699422966323,3,4523891.400142580699422966323
2024-05-02,7541017.362692180699422966323,4,3523918.362692180699422966323
2024-05-03,7558241.711202785334185966323,5,2523926.293323680699422966323
2024-05-07,7558241.711202785334185966323,5,2523926.293323680699422966323
2024-05-08,7566983.293323680699422966323,5,2523926.293323680699422966323
2024-05-09,7520644.375444576252135966323,5,2523926.293323680699422966323
2024-05-10,7491268.054042550082943505871,6,1523937.389800759305600505871
2024-05-13,7471478.386700463644881163989,5,2490212.718821359010118163989
2024-05-14,7473049.479357552864240163989,5,2490212.718821359010118163989
2024-05-15,7455918.377931527948289163989,6,1490220.148612909010118163989
2024-05-16,7455918.377931527948289163989,6,1490220.148612909010118163989
2024-05-17,7357385.626220589010118163989,5,2486859.876220589010118163989
2024-05-20,7357385.626220589010118163989,5,2486859.876220589010118163989
2024-05-21,7352695.526969898675677011276,7,486867.3770646938881250112764
2024-05-23,7315323.490478769113926011276,7,379484.091444268888125011276
2024-05-24,7308763.185844674671711011276,7,379484.091444268888125011276
2024-05-27,7293315.493305740433536011276,6,1304163.109267768888125011276
2024-05-28,7213465.510081137009416011276,5,2275007.443475568888125011276
2024-05-29,7244771.109832609365270011276,5,2275007.443475568888125011276
2024-05-30,7268105.250328863240710011276,5,2275007.443475568888125011276
2024-05-31,7225672.717642680207456011276,4,3199347.431793108888125011276
2024-06-04,7240342.235721874574855011276,5,2199374.394342708888125011276
2024-06-05,7290057.542353916713852011276,5,2199374.394342708888125011276
2024-06-06,7223399.412758977445959011276,4,3153035.642989308888125011276
2024-06-07,7225333.164026410617174011276,4,3153035.642989308888125011276
2024-06-10,7208720.586872861368393653998,3,4095716.306832120414710653998
