15m_accessible,15m_fields,15m_first,15m_last,15m_rows,1d_accessible,1d_fields,1d_first,1d_last,1d_rows,1m_accessible,1m_fields,1m_first,1m_last,1m_rows,5m_accessible,5m_fields,5m_first,5m_last,5m_rows,last_observed,market_status,quote_accessible,quote_fields,symbol
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789463700,1789637400,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789405200,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789465140,1789637940,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789464300,1789637700,5,5.18,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",HMPRO
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789377300,1789633800,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789530600,1789634340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789378500,1789634100,5,27.5,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",IVL
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636980,1789637280,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,252.0,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",KBANK
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789637100,1789637340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,119.5,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",KKP
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789622100,1789633800,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789628280,1789634340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789622700,1789634100,5,43.3,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",KTB
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789548300,1789633800,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789613880,1789634340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789548600,1789634100,5,34.0,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",KTC
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636980,1789637340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,3.68,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",LH
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789633800,1789637400,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636920,1789637940,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636200,1789637700,5,18.95,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",MINT
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789371900,1789542000,4,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789542060,1789542060,1,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789371900,1789542000,4,,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",MRDIYT
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789464600,1789637400,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789405200,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789616400,1789637940,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789614000,1789637700,5,28.6,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",MTC
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789633800,1789637400,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636920,1789637940,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636200,1789637700,5,12.1,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",OR
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789637040,1789637280,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,17.2,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",OSP
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636560,1789637280,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635000,1789637100,5,43.0,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",PTT
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636980,1789637280,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,151.5,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",PTTEP
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789372800,1789633800,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786899600,1787245200,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789621140,1789634340,3,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789372800,1789634100,5,42.5,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",PTTGC
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789373700,1789637400,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786899600,1787245200,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789634280,1789637940,3,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789376400,1789637700,5,35.0,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",RATCH
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789637040,1789637280,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,106.5,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",SCB
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636860,1789637340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,255.0,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",SCC
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789614000,1789637400,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789405200,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789621200,1789637940,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789614300,1789637700,5,33.1,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",SCGP
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789637040,1789637340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,87.0,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TCAP
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789376400,1789633800,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789542120,1789634340,4,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789377000,1789634100,5,9.8,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TFG
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789377300,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786899600,1787245200,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789634280,1789637160,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789620900,1789637100,5,6.6,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",THAI
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789633800,1789637400,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789637160,1789637940,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636200,1789637700,5,15.15,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TIDLOR
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789633800,1789637400,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789637040,1789637940,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636200,1789637700,5,125.5,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TISCO
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636920,1789637340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,11.6,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TLI
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789637100,1789637340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,68.0,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TOP
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636800,1789637340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,13.5,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TRUE
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636800,1789637340,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,3.1,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TTB
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636860,1789637160,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,13.1,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",TU
True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789632900,1789636500,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1786986000,1789491600,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789636920,1789637280,5,True,"['close', 'high', 'lastSequence', 'low', 'open', 'time', 'value', 'volume']",1789635900,1789637100,5,3.48,Close,True,"['aumSize', 'average', 'change', 'eps', 'exchange', 'exercisePrice', 'exerciseRatio', 'high', 'iNav', 'impliedVolatility', 'instrumentType', 'intrinsicValue', 'last', 'lastTradingDate', 'low', 'marketStatus', 'maturityDate', 'moneyness', 'pbv', 'pe', 'percentChange', 'percentYield', 'securityType', 'status', 'symbol', 'theoretical', 'toLastTrade', 'totalBuyVolume', 'totalNoSideVolume', 'totalSellVolume', 'totalVolume', 'underlying', 'underlyingPrice']",WHA
